,시군구명,법정동코드,법정동명,연령대,거주인구수/n
0,강남구,11680101,역삼동,10대,60566.0
1,강남구,11680101,역삼동,10대 미만,36486.0
2,강남구,11680101,역삼동,20대,68400.0
3,강남구,11680101,역삼동,30대,72558.0
4,강남구,11680101,역삼동,40대,90498.0
5,강남구,11680101,역삼동,50대,80568.0
6,강남구,11680101,역삼동,60대,55330.0
7,강남구,11680101,역삼동,70대 이상,43872.0
8,강남구,11680101,역삼동,10대,55800.0
9,강남구,11680101,역삼동,10대 미만,34282.0
10,강남구,11680101,역삼동,20대,74932.0
11,강남구,11680101,역삼동,30대,85568.0
12,강남구,11680101,역삼동,40대,104930.0
13,강남구,11680101,역삼동,50대,80006.0
14,강남구,11680101,역삼동,60대,65440.0
15,강남구,11680101,역삼동,70대 이상,53514.0
16,강남구,11680103,개포동,10대,60566.0
17,강남구,11680103,개포동,10대,15141.5
18,강남구,11680103,개포동,10대,10094.333333333334
19,강남구,11680103,개포동,10대 미만,36486.0
20,강남구,11680103,개포동,10대 미만,9121.5
21,강남구,11680103,개포동,10대 미만,6081.0
22,강남구,11680103,개포동,20대,68400.0
23,강남구,11680103,개포동,20대,17100.0
24,강남구,11680103,개포동,20대,11400.0
25,강남구,11680103,개포동,30대,72558.0
26,강남구,11680103,개포동,30대,18139.5
27,강남구,11680103,개포동,30대,12093.0
28,강남구,11680103,개포동,40대,90498.0
29,강남구,11680103,개포동,40대,22624.5
30,강남구,11680103,개포동,40대,15083.0
31,강남구,11680103,개포동,50대,80568.0
32,강남구,11680103,개포동,50대,20142.0
33,강남구,11680103,개포동,50대,13428.0
34,강남구,11680103,개포동,60대,55330.0
35,강남구,11680103,개포동,60대,13832.5
36,강남구,11680103,개포동,60대,9221.666666666666
37,강남구,11680103,개포동,70대 이상,43872.0
38,강남구,11680103,개포동,70대 이상,10968.0
39,강남구,11680103,개포동,70대 이상,7312.0
40,강남구,11680103,개포동,10대,55800.0
41,강남구,11680103,개포동,10대,13950.0
42,강남구,11680103,개포동,10대,9300.0
43,강남구,11680103,개포동,10대 미만,34282.0
44,강남구,11680103,개포동,10대 미만,8570.5
45,강남구,11680103,개포동,10대 미만,5713.666666666667
46,강남구,11680103,개포동,20대,74932.0
47,강남구,11680103,개포동,20대,18733.0
48,강남구,11680103,개포동,20대,12488.666666666666
49,강남구,11680103,개포동,30대,85568.0
50,강남구,11680103,개포동,30대,21392.0
51,강남구,11680103,개포동,30대,14261.333333333334
52,강남구,11680103,개포동,40대,104930.0
53,강남구,11680103,개포동,40대,26232.5
54,강남구,11680103,개포동,40대,17488.333333333332
55,강남구,11680103,개포동,50대,80006.0
56,강남구,11680103,개포동,50대,20001.5
57,강남구,11680103,개포동,50대,13334.333333333334
58,강남구,11680103,개포동,60대,65440.0
59,강남구,11680103,개포동,60대,16360.0
60,강남구,11680103,개포동,60대,10906.666666666666
61,강남구,11680103,개포동,70대 이상,53514.0
62,강남구,11680103,개포동,70대 이상,13378.5
63,강남구,11680103,개포동,70대 이상,8919.0
64,강남구,11680104,청담동,10대,30283.0
65,강남구,11680104,청담동,10대 미만,18243.0
66,강남구,11680104,청담동,20대,34200.0
67,강남구,11680104,청담동,30대,36279.0
68,강남구,11680104,청담동,40대,45249.0
69,강남구,11680104,청담동,50대,40284.0
70,강남구,11680104,청담동,60대,27665.0
71,강남구,11680104,청담동,70대 이상,21936.0
72,강남구,11680104,청담동,10대,27900.0
73,강남구,11680104,청담동,10대 미만,17141.0
74,강남구,11680104,청담동,20대,37466.0
75,강남구,11680104,청담동,30대,42784.0
76,강남구,11680104,청담동,40대,52465.0
77,강남구,11680104,청담동,50대,40003.0
78,강남구,11680104,청담동,60대,32720.0
79,강남구,11680104,청담동,70대 이상,26757.0
80,강남구,11680105,삼성동,10대,60566.0
81,강남구,11680105,삼성동,10대 미만,36486.0
82,강남구,11680105,삼성동,20대,68400.0
83,강남구,11680105,삼성동,30대,72558.0
84,강남구,11680105,삼성동,40대,90498.0
85,강남구,11680105,삼성동,50대,80568.0
86,강남구,11680105,삼성동,60대,55330.0
87,강남구,11680105,삼성동,70대 이상,43872.0
88,강남구,11680105,삼성동,10대,55800.0
89,강남구,11680105,삼성동,10대 미만,34282.0
90,강남구,11680105,삼성동,20대,74932.0
91,강남구,11680105,삼성동,30대,85568.0
92,강남구,11680105,삼성동,40대,104930.0
93,강남구,11680105,삼성동,50대,80006.0
94,강남구,11680105,삼성동,60대,65440.0
95,강남구,11680105,삼성동,70대 이상,53514.0
96,강남구,11680106,대치동,10대,90849.0
97,강남구,11680106,대치동,10대,10094.333333333334
98,강남구,11680106,대치동,10대 미만,54729.0
99,강남구,11680106,대치동,10대 미만,6081.0
100,강남구,11680106,대치동,20대,102600.0
101,강남구,11680106,대치동,20대,11400.0
102,강남구,11680106,대치동,30대,108837.0
103,강남구,11680106,대치동,30대,12093.0
104,강남구,11680106,대치동,40대,135747.0
105,강남구,11680106,대치동,40대,15083.0
106,강남구,11680106,대치동,50대,120852.0
107,강남구,11680106,대치동,50대,13428.0
108,강남구,11680106,대치동,60대,82995.0
109,강남구,11680106,대치동,60대,9221.666666666666
110,강남구,11680106,대치동,70대 이상,65808.0
111,강남구,11680106,대치동,70대 이상,7312.0
112,강남구,11680106,대치동,10대,83700.0
113,강남구,11680106,대치동,10대,9300.0
114,강남구,11680106,대치동,10대 미만,51423.0
115,강남구,11680106,대치동,10대 미만,5713.666666666667
116,강남구,11680106,대치동,20대,112398.0
117,강남구,11680106,대치동,20대,12488.666666666666
118,강남구,11680106,대치동,30대,128352.0
119,강남구,11680106,대치동,30대,14261.333333333334
120,강남구,11680106,대치동,40대,157395.0
121,강남구,11680106,대치동,40대,17488.333333333332
122,강남구,11680106,대치동,50대,120009.0
123,강남구,11680106,대치동,50대,13334.333333333334
124,강남구,11680106,대치동,60대,98160.0
125,강남구,11680106,대치동,60대,10906.666666666666
126,강남구,11680106,대치동,70대 이상,80271.0
127,강남구,11680106,대치동,70대 이상,8919.0
128,강남구,11680107,신사동,10대,30283.0
129,강남구,11680107,신사동,10대 미만,18243.0
130,강남구,11680107,신사동,20대,34200.0
131,강남구,11680107,신사동,30대,36279.0
132,강남구,11680107,신사동,40대,45249.0
133,강남구,11680107,신사동,50대,40284.0
134,강남구,11680107,신사동,60대,27665.0
135,강남구,11680107,신사동,70대 이상,21936.0
136,강남구,11680107,신사동,10대,27900.0
137,강남구,11680107,신사동,10대 미만,17141.0
138,강남구,11680107,신사동,20대,37466.0
139,강남구,11680107,신사동,30대,42784.0
140,강남구,11680107,신사동,40대,52465.0
141,강남구,11680107,신사동,50대,40003.0
142,강남구,11680107,신사동,60대,32720.0
143,강남구,11680107,신사동,70대 이상,26757.0
144,강남구,11680108,논현동,10대,60566.0
145,강남구,11680108,논현동,10대 미만,36486.0
146,강남구,11680108,논현동,20대,68400.0
147,강남구,11680108,논현동,30대,72558.0
148,강남구,11680108,논현동,40대,90498.0
149,강남구,11680108,논현동,50대,80568.0
150,강남구,11680108,논현동,60대,55330.0
151,강남구,11680108,논현동,70대 이상,43872.0
152,강남구,11680108,논현동,10대,55800.0
153,강남구,11680108,논현동,10대 미만,34282.0
154,강남구,11680108,논현동,20대,74932.0
155,강남구,11680108,논현동,30대,85568.0
156,강남구,11680108,논현동,40대,104930.0
157,강남구,11680108,논현동,50대,80006.0
158,강남구,11680108,논현동,60대,65440.0
159,강남구,11680108,논현동,70대 이상,53514.0
160,강남구,11680110,압구정동,10대,30283.0
161,강남구,11680110,압구정동,10대 미만,18243.0
162,강남구,11680110,압구정동,20대,34200.0
163,강남구,11680110,압구정동,30대,36279.0
164,강남구,11680110,압구정동,40대,45249.0
165,강남구,11680110,압구정동,50대,40284.0
166,강남구,11680110,압구정동,60대,27665.0
167,강남구,11680110,압구정동,70대 이상,21936.0
168,강남구,11680110,압구정동,10대,27900.0
169,강남구,11680110,압구정동,10대 미만,17141.0
170,강남구,11680110,압구정동,20대,37466.0
171,강남구,11680110,압구정동,30대,42784.0
172,강남구,11680110,압구정동,40대,52465.0
173,강남구,11680110,압구정동,50대,40003.0
174,강남구,11680110,압구정동,60대,32720.0
175,강남구,11680110,압구정동,70대 이상,26757.0
