,시군구명,법정동코드,법정동명,성별,연령대,생활인구수
0,강남구,1168010100,역삼동,남성,10대 ,5548.766213306451
1,강남구,1168010100,역삼동,남성,10대 미만,2950.117837231183
2,강남구,1168010100,역삼동,남성,20대 ,13163.998765994622
3,강남구,1168010100,역삼동,남성,30대 ,19503.43954650538
4,강남구,1168010100,역삼동,남성,40대 ,17950.832685887097
5,강남구,1168010100,역삼동,남성,50대 ,10546.989938306451
6,강남구,1168010100,역삼동,남성,60대 ,4640.319093010753
7,강남구,1168010100,역삼동,남성,70대 이상,3148.9936607526884
8,강남구,1168010100,역삼동,여성,10대 ,5995.971988172042
9,강남구,1168010100,역삼동,여성,10대 미만,2536.8921123655914
10,강남구,1168010100,역삼동,여성,20대 ,18052.66904623656
11,강남구,1168010100,역삼동,여성,30대 ,17642.00157311828
12,강남구,1168010100,역삼동,여성,40대 ,12915.458813306452
13,강남구,1168010100,역삼동,여성,50대 ,7392.537377150537
14,강남구,1168010100,역삼동,여성,60대 ,4962.757061290323
15,강남구,1168010100,역삼동,여성,70대 이상,4401.739267607527
16,강남구,1168010300,개포동,남성,10대 ,834.2730224387693
17,강남구,1168010300,개포동,남성,10대 미만,524.3975984244324
18,강남구,1168010300,개포동,남성,20대 ,732.4899009035245
19,강남구,1168010300,개포동,남성,30대 ,965.725104442951
20,강남구,1168010300,개포동,남성,40대 ,1236.1846885678017
21,강남구,1168010300,개포동,남성,50대 ,1103.8193171146952
22,강남구,1168010300,개포동,남성,60대 ,722.2202975433094
23,강남구,1168010300,개포동,남성,70대 이상,564.7184837365592
24,강남구,1168010300,개포동,여성,10대 ,757.5604083557347
25,강남구,1168010300,개포동,여성,10대 미만,488.87540942353644
26,강남구,1168010300,개포동,여성,20대 ,719.5014023521506
27,강남구,1168010300,개포동,여성,30대 ,1094.112227322282
28,강남구,1168010300,개포동,여성,40대 ,1322.5414581914577
29,강남구,1168010300,개포동,여성,50대 ,1113.4471028673836
30,강남구,1168010300,개포동,여성,60대 ,960.6874996266428
31,강남구,1168010300,개포동,여성,70대 이상,867.3695411066309
32,강남구,1168010400,청담동,남성,10대 ,1369.9754100806451
33,강남구,1168010400,청담동,남성,10대 미만,1129.0023147849463
34,강남구,1168010400,청담동,남성,20대 ,2574.1160220430106
35,강남구,1168010400,청담동,남성,30대 ,4164.562087365592
36,강남구,1168010400,청담동,남성,40대 ,4306.044049865592
37,강남구,1168010400,청담동,남성,50대 ,2938.6175966397846
38,강남구,1168010400,청담동,남성,60대 ,1779.2282998655912
39,강남구,1168010400,청담동,남성,70대 이상,1232.3265626344084
40,강남구,1168010400,청담동,여성,10대 ,1238.3969083333334
41,강남구,1168010400,청담동,여성,10대 미만,975.9723364247311
42,강남구,1168010400,청담동,여성,20대 ,4359.665319892473
43,강남구,1168010400,청담동,여성,30대 ,4946.7873592741935
44,강남구,1168010400,청담동,여성,40대 ,4036.5532663978497
45,강남구,1168010400,청담동,여성,50대 ,2901.7911166666668
46,강남구,1168010400,청담동,여성,60대 ,2129.3592147849463
47,강남구,1168010400,청담동,여성,70대 이상,1899.6598818548384
48,강남구,1168010500,삼성동,남성,10대 ,3130.6847784946235
49,강남구,1168010500,삼성동,남성,10대 미만,1931.4890798387096
50,강남구,1168010500,삼성동,남성,20대 ,5188.288417338709
51,강남구,1168010500,삼성동,남성,30대 ,8824.107301478494
52,강남구,1168010500,삼성동,남성,40대 ,9251.377461827957
53,강남구,1168010500,삼성동,남성,50대 ,5377.3466696236555
54,강남구,1168010500,삼성동,남성,60대 ,2560.213549731183
55,강남구,1168010500,삼성동,남성,70대 이상,1825.8667654569892
56,강남구,1168010500,삼성동,여성,10대 ,2645.128852688172
57,강남구,1168010500,삼성동,여성,10대 미만,1720.5297883064516
58,강남구,1168010500,삼성동,여성,20대 ,7305.488942473118
59,강남구,1168010500,삼성동,여성,30대 ,8578.547799596774
60,강남구,1168010500,삼성동,여성,40대 ,7510.780576209677
61,강남구,1168010500,삼성동,여성,50대 ,4569.612466129032
62,강남구,1168010500,삼성동,여성,60대 ,3013.0782657258064
63,강남구,1168010500,삼성동,여성,70대 이상,2859.5557827956986
64,강남구,1168010600,대치동,남성,10대 ,7864.2057389336915
65,강남구,1168010600,대치동,남성,10대 미만,2136.134539202509
66,강남구,1168010600,대치동,남성,20대 ,3218.168850380824
67,강남구,1168010600,대치동,남성,30대 ,4229.328980353943
68,강남구,1168010600,대치동,남성,40대 ,5804.4148619847665
69,강남구,1168010600,대치동,남성,50대 ,4210.877771505377
70,강남구,1168010600,대치동,남성,60대 ,2055.5733964829747
71,강남구,1168010600,대치동,남성,70대 이상,1639.7633572580644
72,강남구,1168010600,대치동,여성,10대 ,6431.305087634409
73,강남구,1168010600,대치동,여성,10대 미만,1833.1608611783156
74,강남구,1168010600,대치동,여성,20대 ,3836.4408615591396
75,강남구,1168010600,대치동,여성,30대 ,4145.761700425627
76,강남구,1168010600,대치동,여성,40대 ,6317.061655129928
77,강남구,1168010600,대치동,여성,50대 ,3783.798692607527
78,강남구,1168010600,대치동,여성,60대 ,2431.137755488351
79,강남구,1168010600,대치동,여성,70대 이상,2351.7711606182797
80,강남구,1168010700,신사동,남성,10대 ,1478.6238255376345
81,강남구,1168010700,신사동,남성,10대 미만,952.2315432123655
82,강남구,1168010700,신사동,남성,20대 ,2451.473937768817
83,강남구,1168010700,신사동,남성,30대 ,3365.149260819893
84,강남구,1168010700,신사동,남성,40대 ,3651.168464516129
85,강남구,1168010700,신사동,남성,50대 ,2628.5880631720433
86,강남구,1168010700,신사동,남성,60대 ,1427.9274399865592
87,강남구,1168010700,신사동,남성,70대 이상,1251.996254905914
88,강남구,1168010700,신사동,여성,10대 ,1722.5411090725804
89,강남구,1168010700,신사동,여성,10대 미만,1039.5635327284947
90,강남구,1168010700,신사동,여성,20대 ,4160.209028696237
91,강남구,1168010700,신사동,여성,30대 ,3964.4243551747313
92,강남구,1168010700,신사동,여성,40대 ,3446.708621169355
93,강남구,1168010700,신사동,여성,50대 ,2374.4796247983872
94,강남구,1168010700,신사동,여성,60대 ,1707.0157899193548
95,강남구,1168010700,신사동,여성,70대 이상,1984.7862098790322
96,강남구,1168010800,논현동,남성,10대 ,1708.1037080645162
97,강남구,1168010800,논현동,남성,10대 미만,1571.1629146505377
98,강남구,1168010800,논현동,남성,20대 ,7001.882235080645
99,강남구,1168010800,논현동,남성,30대 ,11124.036350268818
100,강남구,1168010800,논현동,남성,40대 ,9754.736156854839
101,강남구,1168010800,논현동,남성,50대 ,5472.314117338709
102,강남구,1168010800,논현동,남성,60대 ,2769.067504032258
103,강남구,1168010800,논현동,남성,70대 이상,2195.1245006720433
104,강남구,1168010800,논현동,여성,10대 ,1764.0936423387095
105,강남구,1168010800,논현동,여성,10대 미만,1179.9737740591397
106,강남구,1168010800,논현동,여성,20대 ,10549.998645430109
107,강남구,1168010800,논현동,여성,30대 ,10480.04892983871
108,강남구,1168010800,논현동,여성,40대 ,6827.058733064517
109,강남구,1168010800,논현동,여성,50대 ,4361.681906317204
110,강남구,1168010800,논현동,여성,60대 ,3065.6614025537633
111,강남구,1168010800,논현동,여성,70대 이상,3196.0707661290326
112,강남구,1168011000,압구정동,남성,10대 ,1478.6238255376345
113,강남구,1168011000,압구정동,남성,10대 미만,952.2315432123655
114,강남구,1168011000,압구정동,남성,20대 ,2451.473937768817
115,강남구,1168011000,압구정동,남성,30대 ,3365.149260819893
116,강남구,1168011000,압구정동,남성,40대 ,3651.168464516129
117,강남구,1168011000,압구정동,남성,50대 ,2628.5880631720433
118,강남구,1168011000,압구정동,남성,60대 ,1427.9274399865592
119,강남구,1168011000,압구정동,남성,70대 이상,1251.996254905914
120,강남구,1168011000,압구정동,여성,10대 ,1722.5411090725804
121,강남구,1168011000,압구정동,여성,10대 미만,1039.5635327284947
122,강남구,1168011000,압구정동,여성,20대 ,4160.209028696237
123,강남구,1168011000,압구정동,여성,30대 ,3964.4243551747313
124,강남구,1168011000,압구정동,여성,40대 ,3446.708621169355
125,강남구,1168011000,압구정동,여성,50대 ,2374.4796247983872
126,강남구,1168011000,압구정동,여성,60대 ,1707.0157899193548
127,강남구,1168011000,압구정동,여성,70대 이상,1984.7862098790322
128,강남구,1168011100,세곡동,남성,10대 ,865.5113999103942
129,강남구,1168011100,세곡동,남성,10대 미만,1235.8429170250895
130,강남구,1168011100,세곡동,남성,20대 ,646.8266825268817
131,강남구,1168011100,세곡동,남성,30대 ,929.5442793458782
132,강남구,1168011100,세곡동,남성,40대 ,1244.3210985663084
133,강남구,1168011100,세곡동,남성,50대 ,911.6451090053764
134,강남구,1168011100,세곡동,남성,60대 ,670.6115200716846
135,강남구,1168011100,세곡동,남성,70대 이상,567.5265149641577
136,강남구,1168011100,세곡동,여성,10대 ,894.2609360663082
137,강남구,1168011100,세곡동,여성,10대 미만,1254.2172964157705
138,강남구,1168011100,세곡동,여성,20대 ,777.2928759856632
139,강남구,1168011100,세곡동,여성,30대 ,1102.719847311828
140,강남구,1168011100,세곡동,여성,40대 ,1352.29761281362
141,강남구,1168011100,세곡동,여성,50대 ,968.0662340501791
142,강남구,1168011100,세곡동,여성,60대 ,841.221492562724
143,강남구,1168011100,세곡동,여성,70대 이상,972.9946184139785
144,강남구,1168011200,자곡동,남성,10대 ,865.5113999103942
145,강남구,1168011200,자곡동,남성,10대 미만,1235.8429170250895
146,강남구,1168011200,자곡동,남성,20대 ,646.8266825268817
147,강남구,1168011200,자곡동,남성,30대 ,929.5442793458782
148,강남구,1168011200,자곡동,남성,40대 ,1244.3210985663084
149,강남구,1168011200,자곡동,남성,50대 ,911.6451090053764
150,강남구,1168011200,자곡동,남성,60대 ,670.6115200716846
151,강남구,1168011200,자곡동,남성,70대 이상,567.5265149641577
152,강남구,1168011200,자곡동,여성,10대 ,894.2609360663082
153,강남구,1168011200,자곡동,여성,10대 미만,1254.2172964157705
154,강남구,1168011200,자곡동,여성,20대 ,777.2928759856632
155,강남구,1168011200,자곡동,여성,30대 ,1102.719847311828
156,강남구,1168011200,자곡동,여성,40대 ,1352.29761281362
157,강남구,1168011200,자곡동,여성,50대 ,968.0662340501791
158,강남구,1168011200,자곡동,여성,60대 ,841.221492562724
159,강남구,1168011200,자곡동,여성,70대 이상,972.9946184139785
160,강남구,1168011300,율현동,남성,10대 ,865.5113999103942
161,강남구,1168011300,율현동,남성,10대 미만,1235.8429170250895
162,강남구,1168011300,율현동,남성,20대 ,646.8266825268817
163,강남구,1168011300,율현동,남성,30대 ,929.5442793458782
164,강남구,1168011300,율현동,남성,40대 ,1244.3210985663084
165,강남구,1168011300,율현동,남성,50대 ,911.6451090053764
166,강남구,1168011300,율현동,남성,60대 ,670.6115200716846
167,강남구,1168011300,율현동,남성,70대 이상,567.5265149641577
168,강남구,1168011300,율현동,여성,10대 ,894.2609360663082
169,강남구,1168011300,율현동,여성,10대 미만,1254.2172964157705
170,강남구,1168011300,율현동,여성,20대 ,777.2928759856632
171,강남구,1168011300,율현동,여성,30대 ,1102.719847311828
