,시군구명,법정동코드,법정동명,성별,연령대,생활인구수
0,강남구,1168010100,역삼동,남성,10대 ,4735.077610349462
1,강남구,1168010100,역삼동,남성,10대 미만,2839.345067876344
2,강남구,1168010100,역삼동,남성,20대 ,12383.599021505375
3,강남구,1168010100,역삼동,남성,30대 ,18952.007553494623
4,강남구,1168010100,역삼동,남성,40대 ,17166.131362768818
5,강남구,1168010100,역삼동,남성,50대 ,10069.170313037635
6,강남구,1168010100,역삼동,남성,60대 ,4664.086333870968
7,강남구,1168010100,역삼동,남성,70대 이상,3315.9758110215057
8,강남구,1168010100,역삼동,여성,10대 ,5415.182639516129
9,강남구,1168010100,역삼동,여성,10대 미만,2406.177480376344
10,강남구,1168010100,역삼동,여성,20대 ,16655.243197580643
11,강남구,1168010100,역삼동,여성,30대 ,17169.758057930107
12,강남구,1168010100,역삼동,여성,40대 ,12355.306874462365
13,강남구,1168010100,역삼동,여성,50대 ,7217.499593145162
14,강남구,1168010100,역삼동,여성,60대 ,5027.183333736559
15,강남구,1168010100,역삼동,여성,70대 이상,4440.690315994624
16,강남구,1168010300,개포동,남성,10대 ,856.3587985737754
17,강남구,1168010300,개포동,남성,10대 미만,536.558059192055
18,강남구,1168010300,개포동,남성,20대 ,772.6770492159499
19,강남구,1168010300,개포동,남성,30대 ,1051.5692293682796
20,강남구,1168010300,개포동,남성,40대 ,1334.7797782034052
21,강남구,1168010300,개포동,남성,50대 ,1200.1179617682199
22,강남구,1168010300,개포동,남성,60대 ,833.0309698103346
23,강남구,1168010300,개포동,남성,70대 이상,628.0499448476702
24,강남구,1168010300,개포동,여성,10대 ,768.6309926971326
25,강남구,1168010300,개포동,여성,10대 미만,518.7743678912783
26,강남구,1168010300,개포동,여성,20대 ,828.6339632019116
27,강남구,1168010300,개포동,여성,30대 ,1169.8511990367383
28,강남구,1168010300,개포동,여성,40대 ,1392.8048665173237
29,강남구,1168010300,개포동,여성,50대 ,1220.6551076314217
