,시군구명,법정동코드,법정동명,성별,연령대,생활인구수
0,강남구,1168010100,역삼동,남성,10대 ,5161.676028611111
1,강남구,1168010100,역삼동,남성,10대 미만,2924.0275469444446
2,강남구,1168010100,역삼동,남성,20대 ,13445.371630833333
3,강남구,1168010100,역삼동,남성,30대 ,20508.75055472222
4,강남구,1168010100,역삼동,남성,40대 ,18582.691604444444
5,강남구,1168010100,역삼동,남성,50대 ,10934.498490833334
6,강남구,1168010100,역삼동,남성,60대 ,4731.985139861111
7,강남구,1168010100,역삼동,남성,70대 이상,3239.9859863888887
8,강남구,1168010100,역삼동,여성,10대 ,5447.114447777778
9,강남구,1168010100,역삼동,여성,10대 미만,2610.4053430555555
10,강남구,1168010100,역삼동,여성,20대 ,18730.819308194445
11,강남구,1168010100,역삼동,여성,30대 ,18204.821002638888
12,강남구,1168010100,역삼동,여성,40대 ,13549.393975833334
13,강남구,1168010100,역삼동,여성,50대 ,7517.169690833333
14,강남구,1168010100,역삼동,여성,60대 ,5068.353233472222
15,강남구,1168010100,역삼동,여성,70대 이상,4447.748871388889
16,강남구,1168010300,개포동,남성,10대 ,939.8244985262345
17,강남구,1168010300,개포동,남성,10대 미만,603.3088969135803
18,강남구,1168010300,개포동,남성,20대 ,692.1938983873457
19,강남구,1168010300,개포동,남성,30대 ,985.2542313657408
20,강남구,1168010300,개포동,남성,40대 ,1274.2040522839504
21,강남구,1168010300,개포동,남성,50대 ,1096.7044771219137
22,강남구,1168010300,개포동,남성,60대 ,724.8454870987654
23,강남구,1168010300,개포동,남성,70대 이상,575.4594293904321
24,강남구,1168010300,개포동,여성,10대 ,894.5706694367285
25,강남구,1168010300,개포동,여성,10대 미만,579.4454089891975
26,강남구,1168010300,개포동,여성,20대 ,717.9860109104939
27,강남구,1168010300,개포동,여성,30대 ,1113.9694997299382
28,강남구,1168010300,개포동,여성,40대 ,1364.3393160339506
29,강남구,1168010300,개포동,여성,50대 ,1138.5136771219136
30,강남구,1168010300,개포동,여성,60대 ,946.075423441358
31,강남구,1168010300,개포동,여성,70대 이상,881.2472497685185
32,강남구,1168010400,청담동,남성,10대 ,1536.570679861111
33,강남구,1168010400,청담동,남성,10대 미만,1243.227580138889
34,강남구,1168010400,청담동,남성,20대 ,2680.9216118055556
35,강남구,1168010400,청담동,남성,30대 ,4327.30016875
