,시군구명,행정동코드,행정동명,연령별,행정동단위 거주인구
1435,동대문구,1123073000,휘경제2동,30대,2954
1436,동대문구,1123073000,휘경제2동,40대,3357
1437,동대문구,1123073000,휘경제2동,50대,3599
1438,동대문구,1123073000,휘경제2동,60대,3027
1439,동대문구,1123073000,휘경제2동,70대 이상,2704
1440,동대문구,1123074000,이문제1동,10대,1350
1441,동대문구,1123074000,이문제1동,10대 미만,653
1442,동대문구,1123074000,이문제1동,20대,7276
1443,동대문구,1123074000,이문제1동,30대,2478
1444,동대문구,1123074000,이문제1동,40대,2313
1445,동대문구,1123074000,이문제1동,50대,2643
1446,동대문구,1123074000,이문제1동,60대,2158
1447,동대문구,1123074000,이문제1동,70대 이상,2267
1448,동대문구,1123075000,이문제2동,10대,1686
1449,동대문구,1123075000,이문제2동,10대 미만,1144
1450,동대문구,1123075000,이문제2동,20대,2952
1451,동대문구,1123075000,이문제2동,30대,2473
1452,동대문구,1123075000,이문제2동,40대,3019
1453,동대문구,1123075000,이문제2동,50대,3408
1454,동대문구,1123075000,이문제2동,60대,2810
1455,동대문구,1123075000,이문제2동,70대 이상,2766
1456,동작구,1159051000,노량진제1동,10대,3846
1457,동작구,1159051000,노량진제1동,10대 미만,3504
1458,동작구,1159051000,노량진제1동,20대,11294
1459,동작구,1159051000,노량진제1동,30대,11178
1460,동작구,1159051000,노량진제1동,40대,8376
1461,동작구,1159051000,노량진제1동,50대,9500
1462,동작구,1159051000,노량진제1동,60대,8838
1463,동작구,1159051000,노량진제1동,70대 이상,8020
1464,동작구,1159052000,노량진제2동,10대,438
1465,동작구,1159052000,노량진제2동,10대 미만,261
1466,동작구,1159052000,노량진제2동,20대,2196
1467,동작구,1159052000,노량진제2동,30대,2019
1468,동작구,1159052000,노량진제2동,40대,1310
1469,동작구,1159052000,노량진제2동,50대,1787
1470,동작구,1159052000,노량진제2동,60대,1799
1471,동작구,1159052000,노량진제2동,70대 이상,1504
1472,동작구,1159053000,상도제1동,10대,6758
1473,동작구,1159053000,상도제1동,10대 미만,4886
1474,동작구,1159053000,상도제1동,20대,21938
1475,동작구,1159053000,상도제1동,30대,12368
1476,동작구,1159053000,상도제1동,40대,12402
1477,동작구,1159053000,상도제1동,50대,12894
1478,동작구,1159053000,상도제1동,60대,10900
1479,동작구,1159053000,상도제1동,70대 이상,9638
1480,동작구,1159054000,상도제2동,10대,1937
1481,동작구,1159054000,상도제2동,10대 미만,2357
1482,동작구,1159054000,상도제2동,20대,4229
1483,동작구,1159054000,상도제2동,30대,4660
1484,동작구,1159054000,상도제2동,40대,4536
1485,동작구,1159054000,상도제2동,50대,4169
1486,동작구,1159054000,상도제2동,60대,3353
1487,동작구,1159054000,상도제2동,70대 이상,2898
1488,동작구,1159055000,상도제3동,10대,1536
1489,동작구,1159055000,상도제3동,10대 미만,1056
1490,동작구,1159055000,상도제3동,20대,4237
1491,동작구,1159055000,상도제3동,30대,3996
1492,동작구,1159055000,상도제3동,40대,3526
1493,동작구,1159055000,상도제3동,50대,3874
1494,동작구,1159055000,상도제3동,60대,3338
1495,동작구,1159055000,상도제3동,70대 이상,3134
1496,동작구,1159056000,상도제4동,10대,1834
1497,동작구,1159056000,상도제4동,10대 미만,1404
1498,동작구,1159056000,상도제4동,20대,4569
1499,동작구,1159056000,상도제4동,30대,4768
1500,동작구,1159056000,상도제4동,40대,4245
1501,동작구,1159056000,상도제4동,50대,4433
1502,동작구,1159056000,상도제4동,60대,4064
1503,동작구,1159056000,상도제4동,70대 이상,3479
1504,동작구,1159060500,흑석동,10대,2188
1505,동작구,1159060500,흑석동,10대 미만,2188
1506,동작구,1159060500,흑석동,20대,6314
1507,동작구,1159060500,흑석동,30대,4442
1508,동작구,1159060500,흑석동,40대,4722
1509,동작구,1159060500,흑석동,50대,5168
1510,동작구,1159060500,흑석동,60대,4163
1511,동작구,1159060500,흑석동,70대 이상,3983
1512,동작구,1159062000,사당제1동,10대,884
1513,동작구,1159062000,사당제1동,10대 미만,708
1514,동작구,1159062000,사당제1동,20대,5303
1515,동작구,1159062000,사당제1동,30대,4817
1516,동작구,1159062000,사당제1동,40대,2969
1517,동작구,1159062000,사당제1동,50대,3069
1518,동작구,1159062000,사당제1동,60대,3019
1519,동작구,1159062000,사당제1동,70대 이상,2481
1520,동작구,1159063000,사당제2동,10대,3728
1521,동작구,1159063000,사당제2동,10대 미만,3762
1522,동작구,1159063000,사당제2동,20대,7256
1523,동작구,1159063000,사당제2동,30대,9158
1524,동작구,1159063000,사당제2동,40대,8748
1525,동작구,1159063000,사당제2동,50대,9240
1526,동작구,1159063000,사당제2동,60대,8336
1527,동작구,1159063000,사당제2동,70대 이상,7530
1528,동작구,1159064000,사당제3동,10대,1641
1529,동작구,1159064000,사당제3동,10대 미만,1927
1530,동작구,1159064000,사당제3동,20대,3169
1531,동작구,1159064000,사당제3동,30대,3865
1532,동작구,1159064000,사당제3동,40대,3803
1533,동작구,1159064000,사당제3동,50대,3553
1534,동작구,1159064000,사당제3동,60대,3431
1535,동작구,1159064000,사당제3동,70대 이상,3013
1536,동작구,1159065000,사당제4동,10대,709
1537,동작구,1159065000,사당제4동,10대 미만,640
1538,동작구,1159065000,사당제4동,20대,2531
1539,동작구,1159065000,사당제4동,30대,2421
1540,동작구,1159065000,사당제4동,40대,2027
1541,동작구,1159065000,사당제4동,50대,2089
1542,동작구,1159065000,사당제4동,60대,2070
1543,동작구,1159065000,사당제4동,70대 이상,1829
1544,동작구,1159065100,사당제5동,10대,969
1545,동작구,1159065100,사당제5동,10대 미만,940
1546,동작구,1159065100,사당제5동,20대,2142
1547,동작구,1159065100,사당제5동,30대,2565
1548,동작구,1159065100,사당제5동,40대,2236
1549,동작구,1159065100,사당제5동,50대,2193
1550,동작구,1159065100,사당제5동,60대,1856
1551,동작구,1159065100,사당제5동,70대 이상,1572
1552,동작구,1159066000,대방동,10대,3903
1553,동작구,1159066000,대방동,10대 미만,1945
1554,동작구,1159066000,대방동,20대,6362
1555,동작구,1159066000,대방동,30대,5207
1556,동작구,1159066000,대방동,40대,6240
1557,동작구,1159066000,대방동,50대,6078
1558,동작구,1159066000,대방동,60대,4356
1559,동작구,1159066000,대방동,70대 이상,3990
1560,동작구,1159067000,신대방제1동,10대,2346
1561,동작구,1159067000,신대방제1동,10대 미만,1442
1562,동작구,1159067000,신대방제1동,20대,3469
1563,동작구,1159067000,신대방제1동,30대,3305
1564,동작구,1159067000,신대방제1동,40대,4028
1565,동작구,1159067000,신대방제1동,50대,4384
1566,동작구,1159067000,신대방제1동,60대,3373
1567,동작구,1159067000,신대방제1동,70대 이상,2582
1568,동작구,1159068000,신대방제2동,10대,1824
1569,동작구,1159068000,신대방제2동,10대 미만,1567
1570,동작구,1159068000,신대방제2동,20대,3811
1571,동작구,1159068000,신대방제2동,30대,3870
1572,동작구,1159068000,신대방제2동,40대,3510
1573,동작구,1159068000,신대방제2동,50대,3106
1574,동작구,1159068000,신대방제2동,60대,2415
1575,동작구,1159068000,신대방제2동,70대 이상,2313
1576,마포구,1144055500,아현동,10대,5310
1577,마포구,1144055500,아현동,10대 미만,7974
1578,마포구,1144055500,아현동,20대,9075
1579,마포구,1144055500,아현동,30대,14523
1580,마포구,1144055500,아현동,40대,13479
1581,마포구,1144055500,아현동,50대,11724
1582,마포구,1144055500,아현동,60대,8754
1583,마포구,1144055500,아현동,70대 이상,6165
1584,마포구,1144056500,공덕동,10대,8780
1585,마포구,1144056500,공덕동,10대 미만,8728
1586,마포구,1144056500,공덕동,20대,24528
1587,마포구,1144056500,공덕동,30대,26636
1588,마포구,1144056500,공덕동,40대,21368
1589,마포구,1144056500,공덕동,50대,25420
1590,마포구,1144056500,공덕동,60대,18960
1591,마포구,1144056500,공덕동,70대 이상,16300
1592,마포구,1144058500,도화동,10대,3012
1593,마포구,1144058500,도화동,10대 미만,2784
1594,마포구,1144058500,도화동,20대,5790
1595,마포구,1144058500,도화동,30대,7082
1596,마포구,1144058500,도화동,40대,6108
1597,마포구,1144058500,도화동,50대,6840
1598,마포구,1144058500,도화동,60대,5752
1599,마포구,1144058500,도화동,70대 이상,5074
1600,마포구,1144059000,용강동,10대,12534
1601,마포구,1144059000,용강동,10대 미만,12306
1602,마포구,1144059000,용강동,20대,13020
1603,마포구,1144059000,용강동,30대,21822
1604,마포구,1144059000,용강동,40대,26316
1605,마포구,1144059000,용강동,50대,19302
1606,마포구,1144059000,용강동,60대,13494
1607,마포구,1144059000,용강동,70대 이상,12066
1608,마포구,1144060000,대흥동,10대,2688
1609,마포구,1144060000,대흥동,10대 미만,1848
1610,마포구,1144060000,대흥동,20대,13896
1611,마포구,1144060000,대흥동,30대,8043
1612,마포구,1144060000,대흥동,40대,6264
1613,마포구,1144060000,대흥동,50대,6378
1614,마포구,1144060000,대흥동,60대,4584
1615,마포구,1144060000,대흥동,70대 이상,4332
1616,마포구,1144061000,염리동,10대,3244
1617,마포구,1144061000,염리동,10대 미만,2790
1618,마포구,1144061000,염리동,20대,5942
1619,마포구,1144061000,염리동,30대,5930
1620,마포구,1144061000,염리동,40대,6390
1621,마포구,1144061000,염리동,50대,5134
1622,마포구,1144061000,염리동,60대,3210
1623,마포구,1144061000,염리동,70대 이상,2968
1624,마포구,1144063000,신수동,10대,9120
1625,마포구,1144063000,신수동,10대 미만,8320
1626,마포구,1144063000,신수동,20대,17300
1627,마포구,1144063000,신수동,30대,17790
1628,마포구,1144063000,신수동,40대,18875
1629,마포구,1144063000,신수동,50대,18420
1630,마포구,1144063000,신수동,60대,12940
1631,마포구,1144063000,신수동,70대 이상,11300
1632,마포구,1144065500,서강동,10대,8470
1633,마포구,1144065500,서강동,10대 미만,8710
1634,마포구,1144065500,서강동,20대,27095
1635,마포구,1144065500,서강동,30대,21300
1636,마포구,1144065500,서강동,40대,19645
1637,마포구,1144065500,서강동,50대,18690
1638,마포구,1144065500,서강동,60대,13205
1639,마포구,1144065500,서강동,70대 이상,11035
1640,마포구,1144066000,서교동,10대,3885
1641,마포구,1144066000,서교동,10대 미만,2283
1642,마포구,1144066000,서교동,20대,23205
1643,마포구,1144066000,서교동,30대,17172
1644,마포구,1144066000,서교동,40대,11232
1645,마포구,1144066000,서교동,50대,9612
1646,마포구,1144066000,서교동,60대,6843
1647,마포구,1144066000,서교동,70대 이상,7143
1648,마포구,1144068000,합정동,10대,899
1649,마포구,1144068000,합정동,10대 미만,803
1650,마포구,1144068000,합정동,20대,3399
1651,마포구,1144068000,합정동,30대,3668
1652,마포구,1144068000,합정동,40대,2597
1653,마포구,1144068000,합정동,50대,2364
1654,마포구,1144068000,합정동,60대,1969
1655,마포구,1144068000,합정동,70대 이상,1824
1656,마포구,1144069000,망원제1동,10대,1189
1657,마포구,1144069000,망원제1동,10대 미만,931
1658,마포구,1144069000,망원제1동,20대,3315
1659,마포구,1144069000,망원제1동,30대,3846
1660,마포구,1144069000,망원제1동,40대,3106
1661,마포구,1144069000,망원제1동,50대,2965
1662,마포구,1144069000,망원제1동,60대,2404
1663,마포구,1144069000,망원제1동,70대 이상,2317
1664,마포구,1144070000,망원제2동,10대,1512
1665,마포구,1144070000,망원제2동,10대 미만,1027
1666,마포구,1144070000,망원제2동,20대,2824
1667,마포구,1144070000,망원제2동,30대,2900
1668,마포구,1144070000,망원제2동,40대,3123
1669,마포구,1144070000,망원제2동,50대,2911
1670,마포구,1144070000,망원제2동,60대,2255
1671,마포구,1144070000,망원제2동,70대 이상,2165
1672,마포구,1144071000,연남동,10대,787
1673,마포구,1144071000,연남동,10대 미만,571
1674,마포구,1144071000,연남동,20대,3620
1675,마포구,1144071000,연남동,30대,3213
1676,마포구,1144071000,연남동,40대,2323
1677,마포구,1144071000,연남동,50대,2032
1678,마포구,1144071000,연남동,60대,1758
1679,마포구,1144071000,연남동,70대 이상,1649
1680,마포구,1144072000,성산제1동,10대,1388
1681,마포구,1144072000,성산제1동,10대 미만,813
1682,마포구,1144072000,성산제1동,20대,3267
1683,마포구,1144072000,성산제1동,30대,3340
1684,마포구,1144072000,성산제1동,40대,3226
1685,마포구,1144072000,성산제1동,50대,2924
1686,마포구,1144072000,성산제1동,60대,2288
1687,마포구,1144072000,성산제1동,70대 이상,1996
1688,마포구,1144073000,성산제2동,10대,6534
1689,마포구,1144073000,성산제2동,10대 미만,4262
1690,마포구,1144073000,성산제2동,20대,13752
1691,마포구,1144073000,성산제2동,30대,13354
1692,마포구,1144073000,성산제2동,40대,12256
1693,마포구,1144073000,성산제2동,50대,11912
1694,마포구,1144073000,성산제2동,60대,8870
1695,마포구,1144073000,성산제2동,70대 이상,8762
1696,마포구,1144074000,상암동,10대,4116
1697,마포구,1144074000,상암동,10대 미만,2203
1698,마포구,1144074000,상암동,20대,4375
1699,마포구,1144074000,상암동,30대,3769
1700,마포구,1144074000,상암동,40대,5863
1701,마포구,1144074000,상암동,50대,4818
1702,마포구,1144074000,상암동,60대,3260
1703,마포구,1144074000,상암동,70대 이상,2765
1704,서대문구,1141052000,천연동,10대,6835
1705,서대문구,1141052000,천연동,10대 미만,5685
1706,서대문구,1141052000,천연동,20대,10495
1707,서대문구,1141052000,천연동,30대,11525
1708,서대문구,1141052000,천연동,40대,12960
1709,서대문구,1141052000,천연동,50대,15380
1710,서대문구,1141052000,천연동,60대,11695
1711,서대문구,1141052000,천연동,70대 이상,11320
1712,서대문구,1141055500,북아현동,10대,2028
1713,서대문구,1141055500,북아현동,10대 미만,2762
1714,서대문구,1141055500,북아현동,20대,4342
1715,서대문구,1141055500,북아현동,30대,5648
1716,서대문구,1141055500,북아현동,40대,5108
1717,서대문구,1141055500,북아현동,50대,5480
1718,서대문구,1141055500,북아현동,60대,3714
1719,서대문구,1141055500,북아현동,70대 이상,3034
1720,서대문구,1141056500,충현동,10대,6425
1721,서대문구,1141056500,충현동,10대 미만,5795
1722,서대문구,1141056500,충현동,20대,16800
1723,서대문구,1141056500,충현동,30대,17335
1724,서대문구,1141056500,충현동,40대,14955
1725,서대문구,1141056500,충현동,50대,16465
1726,서대문구,1141056500,충현동,60대,13705
1727,서대문구,1141056500,충현동,70대 이상,11470
1728,서대문구,1141058500,신촌동,10대,5585
1729,서대문구,1141058500,신촌동,10대 미만,3105
1730,서대문구,1141058500,신촌동,20대,60455
1731,서대문구,1141058500,신촌동,30대,21095
1732,서대문구,1141058500,신촌동,40대,10530
1733,서대문구,1141058500,신촌동,50대,10020
1734,서대문구,1141058500,신촌동,60대,7325
1735,서대문구,1141058500,신촌동,70대 이상,7745
1736,서대문구,1141061500,연희동,10대,2493
1737,서대문구,1141061500,연희동,10대 미만,1576
1738,서대문구,1141061500,연희동,20대,8564
1739,서대문구,1141061500,연희동,30대,5943
1740,서대문구,1141061500,연희동,40대,5056
1741,서대문구,1141061500,연희동,50대,5371
1742,서대문구,1141061500,연희동,60대,4309
1743,서대문구,1141061500,연희동,70대 이상,4316
1744,서대문구,1141062000,홍제제1동,10대,1769
1745,서대문구,1141062000,홍제제1동,10대 미만,1423
1746,서대문구,1141062000,홍제제1동,20대,3022
1747,서대문구,1141062000,홍제제1동,30대,3283
1748,서대문구,1141062000,홍제제1동,40대,3502
1749,서대문구,1141062000,홍제제1동,50대,4050
1750,서대문구,1141062000,홍제제1동,60대,3480
1751,서대문구,1141062000,홍제제1동,70대 이상,3127
1752,서대문구,1141064000,홍제제3동,10대,1197
1753,서대문구,1141064000,홍제제3동,10대 미만,1010
1754,서대문구,1141064000,홍제제3동,20대,2226
1755,서대문구,1141064000,홍제제3동,30대,2496
1756,서대문구,1141064000,홍제제3동,40대,2441
1757,서대문구,1141064000,홍제제3동,50대,3071
1758,서대문구,1141064000,홍제제3동,60대,2673
1759,서대문구,1141064000,홍제제3동,70대 이상,2752
1760,서대문구,1141065500,홍제제2동,10대,974
1761,서대문구,1141065500,홍제제2동,10대 미만,724
1762,서대문구,1141065500,홍제제2동,20대,1714
1763,서대문구,1141065500,홍제제2동,30대,1869
1764,서대문구,1141065500,홍제제2동,40대,1863
1765,서대문구,1141065500,홍제제2동,50대,2451
1766,서대문구,1141065500,홍제제2동,60대,2134
1767,서대문구,1141065500,홍제제2동,70대 이상,1901
1768,서대문구,1141066000,홍은제1동,10대,1643
1769,서대문구,1141066000,홍은제1동,10대 미만,1419
1770,서대문구,1141066000,홍은제1동,20대,2883
1771,서대문구,1141066000,홍은제1동,30대,3080
1772,서대문구,1141066000,홍은제1동,40대,3290
1773,서대문구,1141066000,홍은제1동,50대,4071
1774,서대문구,1141066000,홍은제1동,60대,3451
1775,서대문구,1141066000,홍은제1동,70대 이상,3135
1776,서대문구,1141068500,홍은제2동,10대,2073
1777,서대문구,1141068500,홍은제2동,10대 미만,1143
1778,서대문구,1141068500,홍은제2동,20대,4375
1779,서대문구,1141068500,홍은제2동,30대,3584
1780,서대문구,1141068500,홍은제2동,40대,3690
1781,서대문구,1141068500,홍은제2동,50대,4602
1782,서대문구,1141068500,홍은제2동,60대,3909
1783,서대문구,1141068500,홍은제2동,70대 이상,3575
1784,서대문구,1141069000,남가좌제1동,10대,1595
1785,서대문구,1141069000,남가좌제1동,10대 미만,1929
1786,서대문구,1141069000,남가좌제1동,20대,1414
1787,서대문구,1141069000,남가좌제1동,30대,2158
1788,서대문구,1141069000,남가좌제1동,40대,3167
1789,서대문구,1141069000,남가좌제1동,50대,2210
1790,서대문구,1141069000,남가좌제1동,60대,1623
1791,서대문구,1141069000,남가좌제1동,70대 이상,1477
1792,서대문구,1141070000,남가좌제2동,10대,2487
1793,서대문구,1141070000,남가좌제2동,10대 미만,2546
1794,서대문구,1141070000,남가좌제2동,20대,4998
1795,서대문구,1141070000,남가좌제2동,30대,4330
1796,서대문구,1141070000,남가좌제2동,40대,4987
1797,서대문구,1141070000,남가좌제2동,50대,4528
1798,서대문구,1141070000,남가좌제2동,60대,3545
1799,서대문구,1141070000,남가좌제2동,70대 이상,3374
1800,서대문구,1141071000,북가좌제1동,10대,1915
1801,서대문구,1141071000,북가좌제1동,10대 미만,1273
1802,서대문구,1141071000,북가좌제1동,20대,2037
1803,서대문구,1141071000,북가좌제1동,30대,2211
1804,서대문구,1141071000,북가좌제1동,40대,3188
1805,서대문구,1141071000,북가좌제1동,50대,2992
1806,서대문구,1141071000,북가좌제1동,60대,2309
1807,서대문구,1141071000,북가좌제1동,70대 이상,2031
1808,서대문구,1141072000,북가좌제2동,10대,2268
1809,서대문구,1141072000,북가좌제2동,10대 미만,1361
1810,서대문구,1141072000,북가좌제2동,20대,4603
1811,서대문구,1141072000,북가좌제2동,30대,4064
1812,서대문구,1141072000,북가좌제2동,40대,4760
1813,서대문구,1141072000,북가좌제2동,50대,5274
1814,서대문구,1141072000,북가좌제2동,60대,4784
1815,서대문구,1141072000,북가좌제2동,70대 이상,4375
1816,서초구,1165051000,서초1동,10대,1888
1817,서초구,1165051000,서초1동,10대 미만,1297
1818,서초구,1165051000,서초1동,20대,2899
1819,서초구,1165051000,서초1동,30대,3476
1820,서초구,1165051000,서초1동,40대,3683
1821,서초구,1165051000,서초1동,50대,3127
1822,서초구,1165051000,서초1동,60대,2435
1823,서초구,1165051000,서초1동,70대 이상,1983
1824,서초구,1165052000,서초2동,10대,2489
1825,서초구,1165052000,서초2동,10대 미만,2301
1826,서초구,1165052000,서초2동,20대,3615
1827,서초구,1165052000,서초2동,30대,5116
1828,서초구,1165052000,서초2동,40대,4978
1829,서초구,1165052000,서초2동,50대,3620
1830,서초구,1165052000,서초2동,60대,2670
1831,서초구,1165052000,서초2동,70대 이상,2111
1832,서초구,1165053000,서초3동,10대,5480
1833,서초구,1165053000,서초3동,10대 미만,3428
1834,서초구,1165053000,서초3동,20대,10958
1835,서초구,1165053000,서초3동,30대,10964
1836,서초구,1165053000,서초3동,40대,10018
1837,서초구,1165053000,서초3동,50대,10118
1838,서초구,1165053000,서초3동,60대,7572
1839,서초구,1165053000,서초3동,70대 이상,6426
1840,서초구,1165053100,서초4동,10대,4132
1841,서초구,1165053100,서초4동,10대 미만,2703
1842,서초구,1165053100,서초4동,20대,3451
1843,서초구,1165053100,서초4동,30대,3356
1844,서초구,1165053100,서초4동,40대,6102
1845,서초구,1165053100,서초4동,50대,5030
1846,서초구,1165053100,서초4동,60대,3144
1847,서초구,1165053100,서초4동,70대 이상,2903
1848,서초구,1165054000,잠원동,10대,3397
1849,서초구,1165054000,잠원동,10대 미만,1843
1850,서초구,1165054000,잠원동,20대,3431
1851,서초구,1165054000,잠원동,30대,3318
1852,서초구,1165054000,잠원동,40대,5087
1853,서초구,1165054000,잠원동,50대,4676
1854,서초구,1165054000,잠원동,60대,2916
1855,서초구,1165054000,잠원동,70대 이상,2134
1856,서초구,1165055000,반포본동,10대,58
1857,서초구,1165055000,반포본동,10대 미만,23
1858,서초구,1165055000,반포본동,20대,37
1859,서초구,1165055000,반포본동,30대,31
1860,서초구,1165055000,반포본동,40대,84
1861,서초구,1165055000,반포본동,50대,80
1862,서초구,1165055000,반포본동,60대,42
1863,서초구,1165055000,반포본동,70대 이상,56
1864,서초구,1165056000,반포1동,10대,3947
1865,서초구,1165056000,반포1동,10대 미만,3179
1866,서초구,1165056000,반포1동,20대,4308
1867,서초구,1165056000,반포1동,30대,5579
1868,서초구,1165056000,반포1동,40대,7176
1869,서초구,1165056000,반포1동,50대,4697
1870,서초구,1165056000,반포1동,60대,3337
1871,서초구,1165056000,반포1동,70대 이상,2560
1872,서초구,1165057000,반포2동,10대,2870
1873,서초구,1165057000,반포2동,10대 미만,1613
1874,서초구,1165057000,반포2동,20대,1347
1875,서초구,1165057000,반포2동,30대,1265
1876,서초구,1165057000,반포2동,40대,3562
1877,서초구,1165057000,반포2동,50대,2366
1878,서초구,1165057000,반포2동,60대,1391
1879,서초구,1165057000,반포2동,70대 이상,1397
1880,서초구,1165058000,반포3동,10대,3039
1881,서초구,1165058000,반포3동,10대 미만,1780
1882,서초구,1165058000,반포3동,20대,2320
1883,서초구,1165058000,반포3동,30대,2311
1884,서초구,1165058000,반포3동,40대,4386
1885,서초구,1165058000,반포3동,50대,3722
1886,서초구,1165058000,반포3동,60대,2281
1887,서초구,1165058000,반포3동,70대 이상,2091
1888,서초구,1165058100,반포4동,10대,2361
1889,서초구,1165058100,반포4동,10대 미만,1657
1890,서초구,1165058100,반포4동,20대,2158
1891,서초구,1165058100,반포4동,30대,2492
1892,서초구,1165058100,반포4동,40대,3766
1893,서초구,1165058100,반포4동,50대,3071
1894,서초구,1165058100,반포4동,60대,2338
1895,서초구,1165058100,반포4동,70대 이상,1858
1896,서초구,1165059000,방배본동,10대,2802
1897,서초구,1165059000,방배본동,10대 미만,1337
1898,서초구,1165059000,방배본동,20대,2556
1899,서초구,1165059000,방배본동,30대,2326
1900,서초구,1165059000,방배본동,40대,3847
1901,서초구,1165059000,방배본동,50대,3531
1902,서초구,1165059000,방배본동,60대,2342
1903,서초구,1165059000,방배본동,70대 이상,2118
1904,서초구,1165060000,방배1동,10대,1322
1905,서초구,1165060000,방배1동,10대 미만,1069
1906,서초구,1165060000,방배1동,20대,2303
1907,서초구,1165060000,방배1동,30대,2818
1908,서초구,1165060000,방배1동,40대,2788
1909,서초구,1165060000,방배1동,50대,2500
1910,서초구,1165060000,방배1동,60대,2163
1911,서초구,1165060000,방배1동,70대 이상,1962
1912,서초구,1165061000,방배2동,10대,1545
1913,서초구,1165061000,방배2동,10대 미만,1055
1914,서초구,1165061000,방배2동,20대,2437
1915,서초구,1165061000,방배2동,30대,2842
1916,서초구,1165061000,방배2동,40대,2963
1917,서초구,1165061000,방배2동,50대,2894
1918,서초구,1165061000,방배2동,60대,2773
1919,서초구,1165061000,방배2동,70대 이상,2269
1920,서초구,1165062000,방배3동,10대,1811
1921,서초구,1165062000,방배3동,10대 미만,1264
1922,서초구,1165062000,방배3동,20대,2175
1923,서초구,1165062000,방배3동,30대,2340
1924,서초구,1165062000,방배3동,40대,2907
1925,서초구,1165062000,방배3동,50대,3009
1926,서초구,1165062000,방배3동,60대,2726
1927,서초구,1165062000,방배3동,70대 이상,2174
1928,서초구,1165062100,방배4동,10대,2734
1929,서초구,1165062100,방배4동,10대 미만,1501
1930,서초구,1165062100,방배4동,20대,2927
1931,서초구,1165062100,방배4동,30대,3263
1932,서초구,1165062100,방배4동,40대,4334
1933,서초구,1165062100,방배4동,50대,3768
1934,서초구,1165062100,방배4동,60대,2526
1935,서초구,1165062100,방배4동,70대 이상,2464
1936,서초구,1165065100,양재1동,10대,8830
1937,서초구,1165065100,양재1동,10대 미만,6374
1938,서초구,1165065100,양재1동,20대,10124
1939,서초구,1165065100,양재1동,30대,12462
1940,서초구,1165065100,양재1동,40대,14944
1941,서초구,1165065100,양재1동,50대,12842
1942,서초구,1165065100,양재1동,60대,11574
1943,서초구,1165065100,양재1동,70대 이상,8962
1944,서초구,1165065200,양재2동,10대,3100
1945,서초구,1165065200,양재2동,10대 미만,2446
1946,서초구,1165065200,양재2동,20대,6592
1947,서초구,1165065200,양재2동,30대,8486
1948,서초구,1165065200,양재2동,40대,7342
1949,서초구,1165065200,양재2동,50대,6758
1950,서초구,1165065200,양재2동,60대,5450
1951,서초구,1165065200,양재2동,70대 이상,3784
1952,서초구,1165066000,내곡동,10대,4101
1953,서초구,1165066000,내곡동,10대 미만,5178
1954,서초구,1165066000,내곡동,20대,5523
1955,서초구,1165066000,내곡동,30대,7134
1956,서초구,1165066000,내곡동,40대,9171
1957,서초구,1165066000,내곡동,50대,7377
1958,서초구,1165066000,내곡동,60대,7749
1959,서초구,1165066000,내곡동,70대 이상,6465
1960,성동구,1120052000,왕십리제2동,10대,1109
1961,성동구,1120052000,왕십리제2동,10대 미만,1174
1962,성동구,1120052000,왕십리제2동,20대,2478
1963,성동구,1120052000,왕십리제2동,30대,2861
1964,성동구,1120052000,왕십리제2동,40대,2524
1965,성동구,1120052000,왕십리제2동,50대,2712
1966,성동구,1120052000,왕십리제2동,60대,2140
1967,성동구,1120052000,왕십리제2동,70대 이상,1682
1968,성동구,1120053500,왕십리도선동,10대,6652
1969,성동구,1120053500,왕십리도선동,10대 미만,8620
1970,성동구,1120053500,왕십리도선동,20대,17492
1971,성동구,1120053500,왕십리도선동,30대,18332
1972,성동구,1120053500,왕십리도선동,40대,16324
1973,성동구,1120053500,왕십리도선동,50대,17644
1974,성동구,1120053500,왕십리도선동,60대,12852
1975,성동구,1120053500,왕십리도선동,70대 이상,10160
1976,성동구,1120054000,마장동,10대,1574
1977,성동구,1120054000,마장동,10대 미만,1124
1978,성동구,1120054000,마장동,20대,4501
1979,성동구,1120054000,마장동,30대,3294
1980,성동구,1120054000,마장동,40대,2904
1981,성동구,1120054000,마장동,50대,3616
1982,성동구,1120054000,마장동,60대,3213
1983,성동구,1120054000,마장동,70대 이상,2686
1984,성동구,1120055000,사근동,10대,1782
1985,성동구,1120055000,사근동,10대 미만,828
1986,성동구,1120055000,사근동,20대,12490
1987,성동구,1120055000,사근동,30대,3582
1988,성동구,1120055000,사근동,40대,2310
1989,성동구,1120055000,사근동,50대,2618
1990,성동구,1120055000,사근동,60대,1960
1991,성동구,1120055000,사근동,70대 이상,2230
1992,성동구,1120056000,행당제1동,10대,984
1993,성동구,1120056000,행당제1동,10대 미만,964
1994,성동구,1120056000,행당제1동,20대,2355
1995,성동구,1120056000,행당제1동,30대,2341
1996,성동구,1120056000,행당제1동,40대,2109
1997,성동구,1120056000,행당제1동,50대,2267
1998,성동구,1120056000,행당제1동,60대,1735
1999,성동구,1120056000,행당제1동,70대 이상,1456
2000,성동구,1120057000,행당제2동,10대,1964
2001,성동구,1120057000,행당제2동,10대 미만,1683
2002,성동구,1120057000,행당제2동,20대,2759
2003,성동구,1120057000,행당제2동,30대,3461
2004,성동구,1120057000,행당제2동,40대,3782
2005,성동구,1120057000,행당제2동,50대,3979
