,시군구명,행정동코드,행정동명,연령별,행정동단위 거주인구
2006,성동구,1120057000,행당제2동,60대,2918
2007,성동구,1120057000,행당제2동,70대 이상,2647
2008,성동구,1120058000,응봉동,10대,1570
2009,성동구,1120058000,응봉동,10대 미만,1070
2010,성동구,1120058000,응봉동,20대,1709
2011,성동구,1120058000,응봉동,30대,2086
2012,성동구,1120058000,응봉동,40대,2777
2013,성동구,1120058000,응봉동,50대,2479
2014,성동구,1120058000,응봉동,60대,1777
2015,성동구,1120058000,응봉동,70대 이상,1783
2016,성동구,1120059000,금호1가동,10대,1081
2017,성동구,1120059000,금호1가동,10대 미만,1182
2018,성동구,1120059000,금호1가동,20대,1642
2019,성동구,1120059000,금호1가동,30대,2433
2020,성동구,1120059000,금호1가동,40대,2566
2021,성동구,1120059000,금호1가동,50대,2355
2022,성동구,1120059000,금호1가동,60대,2156
2023,성동구,1120059000,금호1가동,70대 이상,1749
2024,성동구,1120061500,금호2.3가동,10대,2646
2025,성동구,1120061500,금호2.3가동,10대 미만,3366
2026,성동구,1120061500,금호2.3가동,20대,5402
2027,성동구,1120061500,금호2.3가동,30대,7968
2028,성동구,1120061500,금호2.3가동,40대,7242
2029,성동구,1120061500,금호2.3가동,50대,7302
2030,성동구,1120061500,금호2.3가동,60대,6094
2031,성동구,1120061500,금호2.3가동,70대 이상,5246
2032,성동구,1120062000,금호4가동,10대,944
2033,성동구,1120062000,금호4가동,10대 미만,1269
2034,성동구,1120062000,금호4가동,20대,1425
2035,성동구,1120062000,금호4가동,30대,2488
2036,성동구,1120062000,금호4가동,40대,2596
2037,성동구,1120062000,금호4가동,50대,2138
2038,성동구,1120062000,금호4가동,60대,1912
2039,성동구,1120062000,금호4가동,70대 이상,1604
2040,성동구,1120064500,옥수동,10대,1662
2041,성동구,1120064500,옥수동,10대 미만,2471
2042,성동구,1120064500,옥수동,20대,2657
2043,성동구,1120064500,옥수동,30대,4734
2044,성동구,1120064500,옥수동,40대,4533
2045,성동구,1120064500,옥수동,50대,3839
2046,성동구,1120064500,옥수동,60대,3443
2047,성동구,1120064500,옥수동,70대 이상,2719
2048,성동구,1120065000,성수1가제1동,10대,1055
2049,성동구,1120065000,성수1가제1동,10대 미만,1017
2050,성동구,1120065000,성수1가제1동,20대,2478
2051,성동구,1120065000,성수1가제1동,30대,2952
2052,성동구,1120065000,성수1가제1동,40대,2364
2053,성동구,1120065000,성수1가제1동,50대,3044
2054,성동구,1120065000,성수1가제1동,60대,2370
2055,성동구,1120065000,성수1가제1동,70대 이상,1410
2056,성동구,1120066000,성수1가제2동,10대,826
2057,성동구,1120066000,성수1가제2동,10대 미만,663
2058,성동구,1120066000,성수1가제2동,20대,1905
2059,성동구,1120066000,성수1가제2동,30대,2376
2060,성동구,1120066000,성수1가제2동,40대,1862
2061,성동구,1120066000,성수1가제2동,50대,1965
2062,성동구,1120066000,성수1가제2동,60대,1686
2063,성동구,1120066000,성수1가제2동,70대 이상,1252
2064,성동구,1120067000,성수2가제1동,10대,812
2065,성동구,1120067000,성수2가제1동,10대 미만,719
2066,성동구,1120067000,성수2가제1동,20대,2128
2067,성동구,1120067000,성수2가제1동,30대,2602
2068,성동구,1120067000,성수2가제1동,40대,2184
2069,성동구,1120067000,성수2가제1동,50대,2949
2070,성동구,1120067000,성수2가제1동,60대,2863
2071,성동구,1120067000,성수2가제1동,70대 이상,1808
2072,성동구,1120069000,성수2가제3동,10대,498
2073,성동구,1120069000,성수2가제3동,10대 미만,537
2074,성동구,1120069000,성수2가제3동,20대,1944
2075,성동구,1120069000,성수2가제3동,30대,1884
2076,성동구,1120069000,성수2가제3동,40대,1428
2077,성동구,1120069000,성수2가제3동,50대,1749
2078,성동구,1120069000,성수2가제3동,60대,1566
2079,성동구,1120069000,성수2가제3동,70대 이상,1261
2080,성동구,1120072000,송정동,10대,551
2081,성동구,1120072000,송정동,10대 미만,453
2082,성동구,1120072000,송정동,20대,1770
2083,성동구,1120072000,송정동,30대,1627
2084,성동구,1120072000,송정동,40대,1499
2085,성동구,1120072000,송정동,50대,1936
2086,성동구,1120072000,송정동,60대,1723
2087,성동구,1120072000,송정동,70대 이상,1155
2088,성동구,1120079000,용답동,10대,1224
2089,성동구,1120079000,용답동,10대 미만,712
2090,성동구,1120079000,용답동,20대,5374
2091,성동구,1120079000,용답동,30대,3672
2092,성동구,1120079000,용답동,40대,3192
2093,성동구,1120079000,용답동,50대,4320
2094,성동구,1120079000,용답동,60대,3364
2095,성동구,1120079000,용답동,70대 이상,2934
2096,성북구,1129052500,성북동,10대,4628
2097,성북구,1129052500,성북동,10대 미만,2964
2098,성북구,1129052500,성북동,20대,11084
2099,성북구,1129052500,성북동,30대,10448
2100,성북구,1129052500,성북동,40대,10028
2101,성북구,1129052500,성북동,50대,11356
2102,성북구,1129052500,성북동,60대,8608
2103,성북구,1129052500,성북동,70대 이상,8692
2104,성북구,1129055500,삼선동,10대,16209
2105,성북구,1129055500,삼선동,10대 미만,8523
2106,성북구,1129055500,삼선동,20대,40815
2107,성북구,1129055500,삼선동,30대,29682
2108,성북구,1129055500,삼선동,40대,30105
2109,성북구,1129055500,삼선동,50대,33912
2110,성북구,1129055500,삼선동,60대,25443
2111,성북구,1129055500,삼선동,70대 이상,24957
2112,성북구,1129057500,동선동,10대,7928
2113,성북구,1129057500,동선동,10대 미만,3880
2114,성북구,1129057500,동선동,20대,40528
2115,성북구,1129057500,동선동,30대,20824
2116,성북구,1129057500,동선동,40대,15288
2117,성북구,1129057500,동선동,50대,15720
2118,성북구,1129057500,동선동,60대,12048
2119,성북구,1129057500,동선동,70대 이상,12976
2120,성북구,1129058000,돈암제1동,10대,1164
2121,성북구,1129058000,돈암제1동,10대 미만,739
2122,성북구,1129058000,돈암제1동,20대,1923
2123,성북구,1129058000,돈암제1동,30대,1930
2124,성북구,1129058000,돈암제1동,40대,1977
2125,성북구,1129058000,돈암제1동,50대,2651
2126,성북구,1129058000,돈암제1동,60대,2219
2127,성북구,1129058000,돈암제1동,70대 이상,1956
2128,성북구,1129059000,돈암제2동,10대,2682
2129,성북구,1129059000,돈암제2동,10대 미만,1815
2130,성북구,1129059000,돈암제2동,20대,2826
2131,성북구,1129059000,돈암제2동,30대,2868
2132,성북구,1129059000,돈암제2동,40대,4170
2133,성북구,1129059000,돈암제2동,50대,4200
2134,성북구,1129059000,돈암제2동,60대,2829
2135,성북구,1129059000,돈암제2동,70대 이상,2344
2136,성북구,1129060000,안암동,10대,4800
2137,성북구,1129060000,안암동,10대 미만,2100
2138,성북구,1129060000,안암동,20대,33955
2139,성북구,1129060000,안암동,30대,11370
2140,성북구,1129060000,안암동,40대,8090
2141,성북구,1129060000,안암동,50대,9965
2142,성북구,1129060000,안암동,60대,7530
2143,성북구,1129060000,안암동,70대 이상,7420
2144,성북구,1129061000,보문동,10대,7217
2145,성북구,1129061000,보문동,10대 미만,7511
2146,성북구,1129061000,보문동,20대,19873
2147,성북구,1129061000,보문동,30대,19670
2148,성북구,1129061000,보문동,40대,17297
2149,성북구,1129061000,보문동,50대,18893
2150,성북구,1129061000,보문동,60대,14462
2151,성북구,1129061000,보문동,70대 이상,11739
2152,성북구,1129062000,정릉제1동,10대,1710
2153,성북구,1129062000,정릉제1동,10대 미만,1318
2154,성북구,1129062000,정릉제1동,20대,2307
2155,성북구,1129062000,정릉제1동,30대,2484
2156,성북구,1129062000,정릉제1동,40대,3084
2157,성북구,1129062000,정릉제1동,50대,2885
2158,성북구,1129062000,정릉제1동,60대,2330
2159,성북구,1129062000,정릉제1동,70대 이상,2150
2160,성북구,1129063000,정릉제2동,10대,3572
2161,성북구,1129063000,정릉제2동,10대 미만,2676
2162,성북구,1129063000,정릉제2동,20대,6452
2163,성북구,1129063000,정릉제2동,30대,6180
2164,성북구,1129063000,정릉제2동,40대,6806
2165,성북구,1129063000,정릉제2동,50대,7658
2166,성북구,1129063000,정릉제2동,60대,6850
2167,성북구,1129063000,정릉제2동,70대 이상,6000
2168,성북구,1129064000,정릉제3동,10대,1061
2169,성북구,1129064000,정릉제3동,10대 미만,541
2170,성북구,1129064000,정릉제3동,20대,4088
2171,성북구,1129064000,정릉제3동,30대,2012
2172,성북구,1129064000,정릉제3동,40대,1782
2173,성북구,1129064000,정릉제3동,50대,2324
2174,성북구,1129064000,정릉제3동,60대,2298
2175,성북구,1129064000,정릉제3동,70대 이상,2314
2176,성북구,1129065000,정릉제4동,10대,2072
2177,성북구,1129065000,정릉제4동,10대 미만,1420
2178,성북구,1129065000,정릉제4동,20대,3481
2179,성북구,1129065000,정릉제4동,30대,3016
2180,성북구,1129065000,정릉제4동,40대,3987
2181,성북구,1129065000,정릉제4동,50대,4244
2182,성북구,1129065000,정릉제4동,60대,3637
2183,성북구,1129065000,정릉제4동,70대 이상,3240
2184,성북구,1129066000,길음제1동,10대,4925
2185,성북구,1129066000,길음제1동,10대 미만,3348
2186,성북구,1129066000,길음제1동,20대,3329
2187,성북구,1129066000,길음제1동,30대,4086
2188,성북구,1129066000,길음제1동,40대,7503
2189,성북구,1129066000,길음제1동,50대,5382
2190,성북구,1129066000,길음제1동,60대,3372
2191,성북구,1129066000,길음제1동,70대 이상,3122
2192,성북구,1129068500,길음제2동,10대,3942
2193,성북구,1129068500,길음제2동,10대 미만,4208
2194,성북구,1129068500,길음제2동,20대,5018
2195,성북구,1129068500,길음제2동,30대,6212
2196,성북구,1129068500,길음제2동,40대,7742
2197,성북구,1129068500,길음제2동,50대,6992
2198,성북구,1129068500,길음제2동,60대,5098
2199,성북구,1129068500,길음제2동,70대 이상,3816
2200,성북구,1129070500,종암동,10대,3635
2201,성북구,1129070500,종암동,10대 미만,2378
2202,성북구,1129070500,종암동,20대,6635
2203,성북구,1129070500,종암동,30대,5099
2204,성북구,1129070500,종암동,40대,6179
2205,성북구,1129070500,종암동,50대,6386
2206,성북구,1129070500,종암동,60대,5047
2207,성북구,1129070500,종암동,70대 이상,4731
2208,성북구,1129071500,월곡제1동,10대,2533
2209,성북구,1129071500,월곡제1동,10대 미만,1790
2210,성북구,1129071500,월곡제1동,20대,3004
2211,성북구,1129071500,월곡제1동,30대,3449
2212,성북구,1129071500,월곡제1동,40대,4420
2213,성북구,1129071500,월곡제1동,50대,4300
2214,성북구,1129071500,월곡제1동,60대,3695
2215,성북구,1129071500,월곡제1동,70대 이상,3193
2216,성북구,1129072500,월곡제2동,10대,2992
2217,성북구,1129072500,월곡제2동,10대 미만,1928
2218,성북구,1129072500,월곡제2동,20대,7340
2219,성북구,1129072500,월곡제2동,30대,5624
2220,성북구,1129072500,월곡제2동,40대,5490
2221,성북구,1129072500,월곡제2동,50대,5948
2222,성북구,1129072500,월곡제2동,60대,5478
2223,성북구,1129072500,월곡제2동,70대 이상,4888
2224,성북구,1129076000,장위제1동,10대,1864
2225,성북구,1129076000,장위제1동,10대 미만,1660
2226,성북구,1129076000,장위제1동,20대,3311
2227,성북구,1129076000,장위제1동,30대,3365
2228,성북구,1129076000,장위제1동,40대,3732
2229,성북구,1129076000,장위제1동,50대,4170
2230,성북구,1129076000,장위제1동,60대,3543
2231,성북구,1129076000,장위제1동,70대 이상,2626
2232,성북구,1129077000,장위제2동,10대,856
2233,성북구,1129077000,장위제2동,10대 미만,569
2234,성북구,1129077000,장위제2동,20대,1966
2235,성북구,1129077000,장위제2동,30대,1863
2236,성북구,1129077000,장위제2동,40대,1840
2237,성북구,1129077000,장위제2동,50대,2414
2238,성북구,1129077000,장위제2동,60대,2263
2239,성북구,1129077000,장위제2동,70대 이상,2112
2240,성북구,1129078000,장위제3동,10대,1318
2241,성북구,1129078000,장위제3동,10대 미만,1639
2242,성북구,1129078000,장위제3동,20대,2030
2243,성북구,1129078000,장위제3동,30대,2400
2244,성북구,1129078000,장위제3동,40대,2656
2245,성북구,1129078000,장위제3동,50대,2489
2246,성북구,1129078000,장위제3동,60대,1985
2247,성북구,1129078000,장위제3동,70대 이상,1327
2248,성북구,1129081000,석관동,10대,2105
2249,성북구,1129081000,석관동,10대 미만,1864
2250,성북구,1129081000,석관동,20대,5375
2251,성북구,1129081000,석관동,30대,4987
2252,성북구,1129081000,석관동,40대,4943
2253,성북구,1129081000,석관동,50대,5930
2254,성북구,1129081000,석관동,60대,5527
2255,성북구,1129081000,석관동,70대 이상,4913
2256,송파구,1171051000,풍납1동,10대,796
2257,송파구,1171051000,풍납1동,10대 미만,617
2258,송파구,1171051000,풍납1동,20대,1520
2259,송파구,1171051000,풍납1동,30대,1813
2260,송파구,1171051000,풍납1동,40대,1897
2261,송파구,1171051000,풍납1동,50대,2351
2262,송파구,1171051000,풍납1동,60대,2450
2263,송파구,1171051000,풍납1동,70대 이상,1744
2264,송파구,1171052000,풍납2동,10대,1944
2265,송파구,1171052000,풍납2동,10대 미만,1787
2266,송파구,1171052000,풍납2동,20대,3665
2267,송파구,1171052000,풍납2동,30대,3971
2268,송파구,1171052000,풍납2동,40대,3964
2269,송파구,1171052000,풍납2동,50대,3661
2270,송파구,1171052000,풍납2동,60대,3328
2271,송파구,1171052000,풍납2동,70대 이상,2422
2272,송파구,1171053100,거여1동,10대,892
2273,송파구,1171053100,거여1동,10대 미만,527
2274,송파구,1171053100,거여1동,20대,1755
2275,송파구,1171053100,거여1동,30대,1686
2276,송파구,1171053100,거여1동,40대,1734
2277,송파구,1171053100,거여1동,50대,2254
2278,송파구,1171053100,거여1동,60대,2007
2279,송파구,1171053100,거여1동,70대 이상,1552
2280,송파구,1171053200,거여2동,10대,1794
2281,송파구,1171053200,거여2동,10대 미만,1927
2282,송파구,1171053200,거여2동,20대,2642
2283,송파구,1171053200,거여2동,30대,3561
2284,송파구,1171053200,거여2동,40대,3677
2285,송파구,1171053200,거여2동,50대,3952
2286,송파구,1171053200,거여2동,60대,3351
2287,송파구,1171053200,거여2동,70대 이상,2597
2288,송파구,1171054000,마천1동,10대,1507
2289,송파구,1171054000,마천1동,10대 미만,784
2290,송파구,1171054000,마천1동,20대,2234
2291,송파구,1171054000,마천1동,30대,2081
2292,송파구,1171054000,마천1동,40대,2601
2293,송파구,1171054000,마천1동,50대,3556
2294,송파구,1171054000,마천1동,60대,3319
2295,송파구,1171054000,마천1동,70대 이상,2809
2296,송파구,1171055000,마천2동,10대,1223
2297,송파구,1171055000,마천2동,10대 미만,704
2298,송파구,1171055000,마천2동,20대,2249
2299,송파구,1171055000,마천2동,30대,2143
2300,송파구,1171055000,마천2동,40대,2560
2301,송파구,1171055000,마천2동,50대,3492
2302,송파구,1171055000,마천2동,60대,3508
2303,송파구,1171055000,마천2동,70대 이상,2609
2304,송파구,1171056100,방이1동,10대,1512
2305,송파구,1171056100,방이1동,10대 미만,968
2306,송파구,1171056100,방이1동,20대,2287
2307,송파구,1171056100,방이1동,30대,2280
2308,송파구,1171056100,방이1동,40대,2440
2309,송파구,1171056100,방이1동,50대,2669
2310,송파구,1171056100,방이1동,60대,2076
2311,송파구,1171056100,방이1동,70대 이상,1373
2312,송파구,1171056200,방이2동,10대,1176
2313,송파구,1171056200,방이2동,10대 미만,1084
2314,송파구,1171056200,방이2동,20대,5377
2315,송파구,1171056200,방이2동,30대,6412
2316,송파구,1171056200,방이2동,40대,3776
2317,송파구,1171056200,방이2동,50대,3592
2318,송파구,1171056200,방이2동,60대,3237
2319,송파구,1171056200,방이2동,70대 이상,2178
2320,송파구,1171056600,오륜동,10대,2567
2321,송파구,1171056600,오륜동,10대 미만,1112
2322,송파구,1171056600,오륜동,20대,2040
2323,송파구,1171056600,오륜동,30대,1618
2324,송파구,1171056600,오륜동,40대,3071
2325,송파구,1171056600,오륜동,50대,3137
2326,송파구,1171056600,오륜동,60대,2649
2327,송파구,1171056600,오륜동,70대 이상,1694
2328,송파구,1171057000,오금동,10대,3024
2329,송파구,1171057000,오금동,10대 미만,2555
2330,송파구,1171057000,오금동,20대,5122
2331,송파구,1171057000,오금동,30대,5402
2332,송파구,1171057000,오금동,40대,5547
2333,송파구,1171057000,오금동,50대,6723
2334,송파구,1171057000,오금동,60대,5956
2335,송파구,1171057000,오금동,70대 이상,4016
2336,송파구,1171058000,송파1동,10대,1257
2337,송파구,1171058000,송파1동,10대 미만,1082
2338,송파구,1171058000,송파1동,20대,4330
2339,송파구,1171058000,송파1동,30대,5402
2340,송파구,1171058000,송파1동,40대,3446
2341,송파구,1171058000,송파1동,50대,3331
2342,송파구,1171058000,송파1동,60대,3095
2343,송파구,1171058000,송파1동,70대 이상,2152
2344,송파구,1171059000,송파2동,10대,1803
2345,송파구,1171059000,송파2동,10대 미만,1443
2346,송파구,1171059000,송파2동,20대,2539
2347,송파구,1171059000,송파2동,30대,2755
2348,송파구,1171059000,송파2동,40대,3059
2349,송파구,1171059000,송파2동,50대,3133
2350,송파구,1171059000,송파2동,60대,2737
2351,송파구,1171059000,송파2동,70대 이상,1738
2352,송파구,1171060000,석촌동,10대,1781
2353,송파구,1171060000,석촌동,10대 미만,1393
2354,송파구,1171060000,석촌동,20대,5405
2355,송파구,1171060000,석촌동,30대,6873
2356,송파구,1171060000,석촌동,40대,4829
2357,송파구,1171060000,석촌동,50대,4769
2358,송파구,1171060000,석촌동,60대,4060
2359,송파구,1171060000,석촌동,70대 이상,2849
2360,송파구,1171061000,삼전동,10대,1905
2361,송파구,1171061000,삼전동,10대 미만,1341
2362,송파구,1171061000,삼전동,20대,5092
2363,송파구,1171061000,삼전동,30대,6410
2364,송파구,1171061000,삼전동,40대,4961
2365,송파구,1171061000,삼전동,50대,4319
2366,송파구,1171061000,삼전동,60대,3722
2367,송파구,1171061000,삼전동,70대 이상,2524
2368,송파구,1171062000,가락본동,10대,1708
2369,송파구,1171062000,가락본동,10대 미만,1554
2370,송파구,1171062000,가락본동,20대,3854
2371,송파구,1171062000,가락본동,30대,4588
2372,송파구,1171062000,가락본동,40대,3758
2373,송파구,1171062000,가락본동,50대,4551
2374,송파구,1171062000,가락본동,60대,3848
2375,송파구,1171062000,가락본동,70대 이상,2353
2376,송파구,1171063100,가락1동,10대,2428
2377,송파구,1171063100,가락1동,10대 미만,3087
2378,송파구,1171063100,가락1동,20대,2965
2379,송파구,1171063100,가락1동,30대,4867
2380,송파구,1171063100,가락1동,40대,4656
2381,송파구,1171063100,가락1동,50대,3895
2382,송파구,1171063100,가락1동,60대,3632
2383,송파구,1171063100,가락1동,70대 이상,2030
2384,송파구,1171063200,가락2동,10대,3299
2385,송파구,1171063200,가락2동,10대 미만,2269
2386,송파구,1171063200,가락2동,20대,4303
2387,송파구,1171063200,가락2동,30대,4654
2388,송파구,1171063200,가락2동,40대,5342
2389,송파구,1171063200,가락2동,50대,5121
2390,송파구,1171063200,가락2동,60대,4282
2391,송파구,1171063200,가락2동,70대 이상,2552
2392,송파구,1171064100,문정1동,10대,1428
2393,송파구,1171064100,문정1동,10대 미만,1226
2394,송파구,1171064100,문정1동,20대,3013
2395,송파구,1171064100,문정1동,30대,3422
2396,송파구,1171064100,문정1동,40대,2866
2397,송파구,1171064100,문정1동,50대,3268
2398,송파구,1171064100,문정1동,60대,3075
2399,송파구,1171064100,문정1동,70대 이상,1781
2400,송파구,1171064200,문정2동,10대,2838
2401,송파구,1171064200,문정2동,10대 미만,3054
2402,송파구,1171064200,문정2동,20대,9956
2403,송파구,1171064200,문정2동,30대,14494
2404,송파구,1171064200,문정2동,40대,8976
2405,송파구,1171064200,문정2동,50대,7042
2406,송파구,1171064200,문정2동,60대,6458
2407,송파구,1171064200,문정2동,70대 이상,5078
2408,송파구,1171064600,장지동,10대,5026
2409,송파구,1171064600,장지동,10대 미만,4346
2410,송파구,1171064600,장지동,20대,7720
2411,송파구,1171064600,장지동,30대,9156
2412,송파구,1171064600,장지동,40대,9184
2413,송파구,1171064600,장지동,50대,9614
2414,송파구,1171064600,장지동,60대,8164
2415,송파구,1171064600,장지동,70대 이상,5496
2416,송파구,1171064700,위례동,10대,11528
2417,송파구,1171064700,위례동,10대 미만,13862
2418,송파구,1171064700,위례동,20대,8272
2419,송파구,1171064700,위례동,30대,14380
2420,송파구,1171064700,위례동,40대,17938
2421,송파구,1171064700,위례동,50대,11146
2422,송파구,1171064700,위례동,60대,6808
2423,송파구,1171064700,위례동,70대 이상,4086
2424,송파구,1171065000,잠실본동,10대,1620
2425,송파구,1171065000,잠실본동,10대 미만,1141
2426,송파구,1171065000,잠실본동,20대,5047
2427,송파구,1171065000,잠실본동,30대,6167
2428,송파구,1171065000,잠실본동,40대,4364
2429,송파구,1171065000,잠실본동,50대,4133
2430,송파구,1171065000,잠실본동,60대,3576
2431,송파구,1171065000,잠실본동,70대 이상,2319
2432,송파구,1171067000,잠실2동,10대,5756
2433,송파구,1171067000,잠실2동,10대 미만,3574
2434,송파구,1171067000,잠실2동,20대,3282
2435,송파구,1171067000,잠실2동,30대,3403
2436,송파구,1171067000,잠실2동,40대,8223
2437,송파구,1171067000,잠실2동,50대,5338
2438,송파구,1171067000,잠실2동,60대,3005
2439,송파구,1171067000,잠실2동,70대 이상,2425
2440,송파구,1171068000,잠실3동,10대,4019
2441,송파구,1171068000,잠실3동,10대 미만,2864
2442,송파구,1171068000,잠실3동,20대,3695
2443,송파구,1171068000,잠실3동,30대,3743
2444,송파구,1171068000,잠실3동,40대,6177
2445,송파구,1171068000,잠실3동,50대,5405
2446,송파구,1171068000,잠실3동,60대,4699
2447,송파구,1171068000,잠실3동,70대 이상,3669
2448,송파구,1171069000,잠실4동,10대,2547
2449,송파구,1171069000,잠실4동,10대 미만,2488
2450,송파구,1171069000,잠실4동,20대,1884
2451,송파구,1171069000,잠실4동,30대,2606
2452,송파구,1171069000,잠실4동,40대,4409
2453,송파구,1171069000,잠실4동,50대,3080
2454,송파구,1171069000,잠실4동,60대,2511
2455,송파구,1171069000,잠실4동,70대 이상,1771
2456,송파구,1171071000,잠실6동,10대,1708
2457,송파구,1171071000,잠실6동,10대 미만,1354
2458,송파구,1171071000,잠실6동,20대,1880
2459,송파구,1171071000,잠실6동,30대,2089
2460,송파구,1171071000,잠실6동,40대,2814
2461,송파구,1171071000,잠실6동,50대,2675
2462,송파구,1171071000,잠실6동,60대,2462
2463,송파구,1171071000,잠실6동,70대 이상,1797
2464,송파구,1171072000,잠실7동,10대,925
2465,송파구,1171072000,잠실7동,10대 미만,550
2466,송파구,1171072000,잠실7동,20대,1202
2467,송파구,1171072000,잠실7동,30대,944
2468,송파구,1171072000,잠실7동,40대,1299
2469,송파구,1171072000,잠실7동,50대,1665
2470,송파구,1171072000,잠실7동,60대,1463
2471,송파구,1171072000,잠실7동,70대 이상,1463
2472,양천구,1147051000,목1동,10대,5042
2473,양천구,1147051000,목1동,10대 미만,2627
2474,양천구,1147051000,목1동,20대,3195
2475,양천구,1147051000,목1동,30대,2958
2476,양천구,1147051000,목1동,40대,6566
2477,양천구,1147051000,목1동,50대,5098
2478,양천구,1147051000,목1동,60대,3120
2479,양천구,1147051000,목1동,70대 이상,2061
2480,양천구,1147052000,목2동,10대,2339
2481,양천구,1147052000,목2동,10대 미만,1529
2482,양천구,1147052000,목2동,20대,4769
2483,양천구,1147052000,목2동,30대,5304
2484,양천구,1147052000,목2동,40대,4516
2485,양천구,1147052000,목2동,50대,4807
2486,양천구,1147052000,목2동,60대,4026
2487,양천구,1147052000,목2동,70대 이상,2618
2488,양천구,1147053000,목3동,10대,1438
2489,양천구,1147053000,목3동,10대 미만,1209
2490,양천구,1147053000,목3동,20대,3288
2491,양천구,1147053000,목3동,30대,3990
2492,양천구,1147053000,목3동,40대,3154
2493,양천구,1147053000,목3동,50대,3573
2494,양천구,1147053000,목3동,60대,3191
2495,양천구,1147053000,목3동,70대 이상,2171
2496,양천구,1147054000,목4동,10대,3153
2497,양천구,1147054000,목4동,10대 미만,1168
2498,양천구,1147054000,목4동,20대,3998
2499,양천구,1147054000,목4동,30대,2780
2500,양천구,1147054000,목4동,40대,4252
2501,양천구,1147054000,목4동,50대,4941
2502,양천구,1147054000,목4동,60대,2846
2503,양천구,1147054000,목4동,70대 이상,2198
2504,양천구,1147055000,목5동,10대,7252
2505,양천구,1147055000,목5동,10대 미만,2988
2506,양천구,1147055000,목5동,20대,4199
2507,양천구,1147055000,목5동,30대,3592
2508,양천구,1147055000,목5동,40대,8606
2509,양천구,1147055000,목5동,50대,6883
2510,양천구,1147055000,목5동,60대,4569
2511,양천구,1147055000,목5동,70대 이상,2810
2512,양천구,1147056000,신월1동,10대,1242
2513,양천구,1147056000,신월1동,10대 미만,845
2514,양천구,1147056000,신월1동,20대,2578
2515,양천구,1147056000,신월1동,30대,2730
2516,양천구,1147056000,신월1동,40대,2966
2517,양천구,1147056000,신월1동,50대,3733
2518,양천구,1147056000,신월1동,60대,3816
2519,양천구,1147056000,신월1동,70대 이상,2723
2520,양천구,1147057000,신월2동,10대,1708
2521,양천구,1147057000,신월2동,10대 미만,1329
2522,양천구,1147057000,신월2동,20대,2495
2523,양천구,1147057000,신월2동,30대,2784
2524,양천구,1147057000,신월2동,40대,3301
2525,양천구,1147057000,신월2동,50대,3249
2526,양천구,1147057000,신월2동,60대,3336
2527,양천구,1147057000,신월2동,70대 이상,2471
2528,양천구,1147058000,신월3동,10대,1046
2529,양천구,1147058000,신월3동,10대 미만,769
2530,양천구,1147058000,신월3동,20대,1931
2531,양천구,1147058000,신월3동,30대,1965
2532,양천구,1147058000,신월3동,40대,2055
2533,양천구,1147058000,신월3동,50대,2777
2534,양천구,1147058000,신월3동,60대,2650
2535,양천구,1147058000,신월3동,70대 이상,1968
2536,양천구,1147059000,신월4동,10대,1609
2537,양천구,1147059000,신월4동,10대 미만,1247
2538,양천구,1147059000,신월4동,20대,2038
2539,양천구,1147059000,신월4동,30대,2215
2540,양천구,1147059000,신월4동,40대,2951
2541,양천구,1147059000,신월4동,50대,2841
2542,양천구,1147059000,신월4동,60대,2797
2543,양천구,1147059000,신월4동,70대 이상,2141
2544,양천구,1147060000,신월5동,10대,1191
2545,양천구,1147060000,신월5동,10대 미만,852
2546,양천구,1147060000,신월5동,20대,2037
2547,양천구,1147060000,신월5동,30대,2030
2548,양천구,1147060000,신월5동,40대,2220
2549,양천구,1147060000,신월5동,50대,2471
2550,양천구,1147060000,신월5동,60대,2250
2551,양천구,1147060000,신월5동,70대 이상,1601
2552,양천구,1147061000,신월6동,10대,1245
2553,양천구,1147061000,신월6동,10대 미만,1432
2554,양천구,1147061000,신월6동,20대,1509
2555,양천구,1147061000,신월6동,30대,2344
2556,양천구,1147061000,신월6동,40대,2229
2557,양천구,1147061000,신월6동,50대,2017
2558,양천구,1147061000,신월6동,60대,1822
2559,양천구,1147061000,신월6동,70대 이상,1134
2560,양천구,1147061100,신월7동,10대,1172
2561,양천구,1147061100,신월7동,10대 미만,886
2562,양천구,1147061100,신월7동,20대,2384
2563,양천구,1147061100,신월7동,30대,2596
2564,양천구,1147061100,신월7동,40대,2715
2565,양천구,1147061100,신월7동,50대,3423
2566,양천구,1147061100,신월7동,60대,3508
2567,양천구,1147061100,신월7동,70대 이상,2817
2568,양천구,1147062000,신정1동,10대,2897
2569,양천구,1147062000,신정1동,10대 미만,1633
2570,양천구,1147062000,신정1동,20대,2265
2571,양천구,1147062000,신정1동,30대,1834
2572,양천구,1147062000,신정1동,40대,3919
2573,양천구,1147062000,신정1동,50대,3484
2574,양천구,1147062000,신정1동,60대,2353
2575,양천구,1147062000,신정1동,70대 이상,1723
2576,양천구,1147063000,신정2동,10대,2942
2577,양천구,1147063000,신정2동,10대 미만,1177
2578,양천구,1147063000,신정2동,20대,2279
2579,양천구,1147063000,신정2동,30대,1678
2580,양천구,1147063000,신정2동,40대,3659
2581,양천구,1147063000,신정2동,50대,3477
2582,양천구,1147063000,신정2동,60대,2387
2583,양천구,1147063000,신정2동,70대 이상,1685
2584,양천구,1147064000,신정3동,10대,5627
