,시군구명,법정동코드,법정동명,연령대,거주인구수/n
0,강남구,11680101,역삼동,10대,61830.0
1,강남구,11680101,역삼동,10대 미만,38558.0
2,강남구,11680101,역삼동,20대,71252.0
3,강남구,11680101,역삼동,30대,75718.0
4,강남구,11680101,역삼동,40대,92330.0
5,강남구,11680101,역삼동,50대,79804.0
6,강남구,11680101,역삼동,60대,53666.0
7,강남구,11680101,역삼동,70대 이상,42764.0
8,강남구,11680101,역삼동,10대,56882.0
9,강남구,11680101,역삼동,10대 미만,35660.0
10,강남구,11680101,역삼동,20대,77570.0
11,강남구,11680101,역삼동,30대,89494.0
12,강남구,11680101,역삼동,40대,106242.0
13,강남구,11680101,역삼동,50대,80004.0
14,강남구,11680101,역삼동,60대,63772.0
15,강남구,11680101,역삼동,70대 이상,52924.0
16,강남구,11680103,개포동,10대,61830.0
17,강남구,11680103,개포동,10대,15457.5
18,강남구,11680103,개포동,10대,10305.0
19,강남구,11680103,개포동,10대 미만,38558.0
20,강남구,11680103,개포동,10대 미만,9639.5
21,강남구,11680103,개포동,10대 미만,6426.333333333333
22,강남구,11680103,개포동,20대,71252.0
23,강남구,11680103,개포동,20대,17813.0
24,강남구,11680103,개포동,20대,11875.333333333334
25,강남구,11680103,개포동,30대,75718.0
26,강남구,11680103,개포동,30대,18929.5
27,강남구,11680103,개포동,30대,12619.666666666666
28,강남구,11680103,개포동,40대,92330.0
29,강남구,11680103,개포동,40대,23082.5
30,강남구,11680103,개포동,40대,15388.333333333334
31,강남구,11680103,개포동,50대,79804.0
32,강남구,11680103,개포동,50대,19951.0
33,강남구,11680103,개포동,50대,13300.666666666666
34,강남구,11680103,개포동,60대,53666.0
35,강남구,11680103,개포동,60대,13416.5
36,강남구,11680103,개포동,60대,8944.333333333334
37,강남구,11680103,개포동,70대 이상,42764.0
38,강남구,11680103,개포동,70대 이상,10691.0
39,강남구,11680103,개포동,70대 이상,7127.333333333333
40,강남구,11680103,개포동,10대,56882.0
41,강남구,11680103,개포동,10대,14220.5
42,강남구,11680103,개포동,10대,9480.333333333334
43,강남구,11680103,개포동,10대 미만,35660.0
44,강남구,11680103,개포동,10대 미만,8915.0
45,강남구,11680103,개포동,10대 미만,5943.333333333333
46,강남구,11680103,개포동,20대,77570.0
47,강남구,11680103,개포동,20대,19392.5
48,강남구,11680103,개포동,20대,12928.333333333334
49,강남구,11680103,개포동,30대,89494.0
50,강남구,11680103,개포동,30대,22373.5
51,강남구,11680103,개포동,30대,14915.666666666666
52,강남구,11680103,개포동,40대,106242.0
53,강남구,11680103,개포동,40대,26560.5
54,강남구,11680103,개포동,40대,17707.0
55,강남구,11680103,개포동,50대,80004.0
56,강남구,11680103,개포동,50대,20001.0
57,강남구,11680103,개포동,50대,13334.0
58,강남구,11680103,개포동,60대,63772.0
