"행정구역(동읍면)별","5세별","항목","단위","2019.11 월",
"자양제2동","55 - 59세","여자인구수[명]","명","1174",
"자양제2동","60 - 64세","총인구수[명]","명","2066",
"자양제2동","60 - 64세","남자인구수[명]","명","988",
"자양제2동","60 - 64세","여자인구수[명]","명","1078",
"자양제2동","65 - 69세","총인구수[명]","명","1354",
"자양제2동","65 - 69세","남자인구수[명]","명","675",
"자양제2동","65 - 69세","여자인구수[명]","명","679",
"자양제2동","70 - 74세","총인구수[명]","명","947",
"자양제2동","70 - 74세","남자인구수[명]","명","442",
"자양제2동","70 - 74세","여자인구수[명]","명","505",
"자양제2동","75 - 79세","총인구수[명]","명","682",
"자양제2동","75 - 79세","남자인구수[명]","명","318",
"자양제2동","75 - 79세","여자인구수[명]","명","364",
"자양제2동","80 - 84세","총인구수[명]","명","393",
"자양제2동","80 - 84세","남자인구수[명]","명","157",
"자양제2동","80 - 84세","여자인구수[명]","명","236",
"자양제2동","85 - 89세","총인구수[명]","명","190",
"자양제2동","85 - 89세","남자인구수[명]","명","54",
"자양제2동","85 - 89세","여자인구수[명]","명","136",
"자양제2동","90 - 94세","총인구수[명]","명","66",
"자양제2동","90 - 94세","남자인구수[명]","명","15",
"자양제2동","90 - 94세","여자인구수[명]","명","51",
"자양제2동","95 - 99세","총인구수[명]","명","21",
"자양제2동","95 - 99세","남자인구수[명]","명","8",
"자양제2동","95 - 99세","여자인구수[명]","명","13",
"자양제2동","100+","총인구수[명]","명","11",
"자양제2동","100+","남자인구수[명]","명","1",
"자양제2동","100+","여자인구수[명]","명","10",
"자양제3동","계","총인구수[명]","명","29192",
"자양제3동","계","남자인구수[명]","명","14062",
"자양제3동","계","여자인구수[명]","명","15130",
"자양제3동","0 - 4세","총인구수[명]","명","1153",
"자양제3동","0 - 4세","남자인구수[명]","명","604",
"자양제3동","0 - 4세","여자인구수[명]","명","549",
"자양제3동","5 - 9세","총인구수[명]","명","1409",
"자양제3동","5 - 9세","남자인구수[명]","명","674",
"자양제3동","5 - 9세","여자인구수[명]","명","735",
"자양제3동","10 - 14세","총인구수[명]","명","1334",
"자양제3동","10 - 14세","남자인구수[명]","명","646",
"자양제3동","10 - 14세","여자인구수[명]","명","688",
"자양제3동","15 - 19세","총인구수[명]","명","1445",
"자양제3동","15 - 19세","남자인구수[명]","명","732",
"자양제3동","15 - 19세","여자인구수[명]","명","713",
"자양제3동","20 - 24세","총인구수[명]","명","1856",
"자양제3동","20 - 24세","남자인구수[명]","명","950",
"자양제3동","20 - 24세","여자인구수[명]","명","906",
"자양제3동","25 - 29세","총인구수[명]","명","2149",
"자양제3동","25 - 29세","남자인구수[명]","명","1025",
"자양제3동","25 - 29세","여자인구수[명]","명","1124",
"자양제3동","30 - 34세","총인구수[명]","명","2090",
"자양제3동","30 - 34세","남자인구수[명]","명","1006",
"자양제3동","30 - 34세","여자인구수[명]","명","1084",
"자양제3동","35 - 39세","총인구수[명]","명","2440",
"자양제3동","35 - 39세","남자인구수[명]","명","1137",
"자양제3동","35 - 39세","여자인구수[명]","명","1303",
"자양제3동","40 - 44세","총인구수[명]","명","2272",
"자양제3동","40 - 44세","남자인구수[명]","명","1091",
"자양제3동","40 - 44세","여자인구수[명]","명","1181",
"자양제3동","45 - 49세","총인구수[명]","명","2481",
"자양제3동","45 - 49세","남자인구수[명]","명","1186",
"자양제3동","45 - 49세","여자인구수[명]","명","1295",
"자양제3동","50 - 54세","총인구수[명]","명","2341",
"자양제3동","50 - 54세","남자인구수[명]","명","1128",
"자양제3동","50 - 54세","여자인구수[명]","명","1213",
"자양제3동","55 - 59세","총인구수[명]","명","2380",
"자양제3동","55 - 59세","남자인구수[명]","명","1142",
"자양제3동","55 - 59세","여자인구수[명]","명","1238",
"자양제3동","60 - 64세","총인구수[명]","명","2085",
"자양제3동","60 - 64세","남자인구수[명]","명","1021",
"자양제3동","60 - 64세","여자인구수[명]","명","1064",
"자양제3동","65 - 69세","총인구수[명]","명","1279",
"자양제3동","65 - 69세","남자인구수[명]","명","663",
"자양제3동","65 - 69세","여자인구수[명]","명","616",
"자양제3동","70 - 74세","총인구수[명]","명","875",
"자양제3동","70 - 74세","남자인구수[명]","명","400",
"자양제3동","70 - 74세","여자인구수[명]","명","475",
"자양제3동","75 - 79세","총인구수[명]","명","704",
"자양제3동","75 - 79세","남자인구수[명]","명","324",
"자양제3동","75 - 79세","여자인구수[명]","명","380",
"자양제3동","80 - 84세","총인구수[명]","명","489",
"자양제3동","80 - 84세","남자인구수[명]","명","183",
"자양제3동","80 - 84세","여자인구수[명]","명","306",
"자양제3동","85 - 89세","총인구수[명]","명","294",
"자양제3동","85 - 89세","남자인구수[명]","명","110",
"자양제3동","85 - 89세","여자인구수[명]","명","184",
"자양제3동","90 - 94세","총인구수[명]","명","76",
"자양제3동","90 - 94세","남자인구수[명]","명","27",
"자양제3동","90 - 94세","여자인구수[명]","명","49",
"자양제3동","95 - 99세","총인구수[명]","명","27",
"자양제3동","95 - 99세","남자인구수[명]","명","10",
"자양제3동","95 - 99세","여자인구수[명]","명","17",
"자양제3동","100+","총인구수[명]","명","13",
"자양제3동","100+","남자인구수[명]","명","3",
"자양제3동","100+","여자인구수[명]","명","10",
"자양제4동","계","총인구수[명]","명","18526",
"자양제4동","계","남자인구수[명]","명","9306",
"자양제4동","계","여자인구수[명]","명","9220",
"자양제4동","0 - 4세","총인구수[명]","명","406",
"자양제4동","0 - 4세","남자인구수[명]","명","211",
"자양제4동","0 - 4세","여자인구수[명]","명","195",
"자양제4동","5 - 9세","총인구수[명]","명","380",
"자양제4동","5 - 9세","남자인구수[명]","명","179",
"자양제4동","5 - 9세","여자인구수[명]","명","201",
"자양제4동","10 - 14세","총인구수[명]","명","371",
"자양제4동","10 - 14세","남자인구수[명]","명","172",
"자양제4동","10 - 14세","여자인구수[명]","명","199",
"자양제4동","15 - 19세","총인구수[명]","명","605",
"자양제4동","15 - 19세","남자인구수[명]","명","302",
"자양제4동","15 - 19세","여자인구수[명]","명","303",
"자양제4동","20 - 24세","총인구수[명]","명","1148",
"자양제4동","20 - 24세","남자인구수[명]","명","544",
"자양제4동","20 - 24세","여자인구수[명]","명","604",
"자양제4동","25 - 29세","총인구수[명]","명","1644",
"자양제4동","25 - 29세","남자인구수[명]","명","851",
"자양제4동","25 - 29세","여자인구수[명]","명","793",
"자양제4동","30 - 34세","총인구수[명]","명","1434",
"자양제4동","30 - 34세","남자인구수[명]","명","773",
"자양제4동","30 - 34세","여자인구수[명]","명","661",
"자양제4동","35 - 39세","총인구수[명]","명","1402",
"자양제4동","35 - 39세","남자인구수[명]","명","742",
"자양제4동","35 - 39세","여자인구수[명]","명","660",
"자양제4동","40 - 44세","총인구수[명]","명","1137",
"자양제4동","40 - 44세","남자인구수[명]","명","614",
"자양제4동","40 - 44세","여자인구수[명]","명","523",
"자양제4동","45 - 49세","총인구수[명]","명","1487",
"자양제4동","45 - 49세","남자인구수[명]","명","783",
"자양제4동","45 - 49세","여자인구수[명]","명","704",
"자양제4동","50 - 54세","총인구수[명]","명","1598",
"자양제4동","50 - 54세","남자인구수[명]","명","826",
"자양제4동","50 - 54세","여자인구수[명]","명","772",
"자양제4동","55 - 59세","총인구수[명]","명","1795",
"자양제4동","55 - 59세","남자인구수[명]","명","951",
"자양제4동","55 - 59세","여자인구수[명]","명","844",
"자양제4동","60 - 64세","총인구수[명]","명","1676",
"자양제4동","60 - 64세","남자인구수[명]","명","833",
"자양제4동","60 - 64세","여자인구수[명]","명","843",
"자양제4동","65 - 69세","총인구수[명]","명","1186",
"자양제4동","65 - 69세","남자인구수[명]","명","552",
"자양제4동","65 - 69세","여자인구수[명]","명","634",
"자양제4동","70 - 74세","총인구수[명]","명","905",
"자양제4동","70 - 74세","남자인구수[명]","명","424",
"자양제4동","70 - 74세","여자인구수[명]","명","481",
"자양제4동","75 - 79세","총인구수[명]","명","695",
"자양제4동","75 - 79세","남자인구수[명]","명","312",
"자양제4동","75 - 79세","여자인구수[명]","명","383",
"자양제4동","80 - 84세","총인구수[명]","명","413",
"자양제4동","80 - 84세","남자인구수[명]","명","171",
"자양제4동","80 - 84세","여자인구수[명]","명","242",
"자양제4동","85 - 89세","총인구수[명]","명","154",
"자양제4동","85 - 89세","남자인구수[명]","명","42",
"자양제4동","85 - 89세","여자인구수[명]","명","112",
"자양제4동","90 - 94세","총인구수[명]","명","58",
"자양제4동","90 - 94세","남자인구수[명]","명","17",
"자양제4동","90 - 94세","여자인구수[명]","명","41",
"자양제4동","95 - 99세","총인구수[명]","명","19",
"자양제4동","95 - 99세","남자인구수[명]","명","3",
"자양제4동","95 - 99세","여자인구수[명]","명","16",
"자양제4동","100+","총인구수[명]","명","13",
"자양제4동","100+","남자인구수[명]","명","4",
"자양제4동","100+","여자인구수[명]","명","9",
"구의제1동","계","총인구수[명]","명","22357",
"구의제1동","계","남자인구수[명]","명","10671",
"구의제1동","계","여자인구수[명]","명","11686",
"구의제1동","0 - 4세","총인구수[명]","명","547",
"구의제1동","0 - 4세","남자인구수[명]","명","279",
"구의제1동","0 - 4세","여자인구수[명]","명","268",
"구의제1동","5 - 9세","총인구수[명]","명","471",
"구의제1동","5 - 9세","남자인구수[명]","명","246",
"구의제1동","5 - 9세","여자인구수[명]","명","225",
"구의제1동","10 - 14세","총인구수[명]","명","475",
"구의제1동","10 - 14세","남자인구수[명]","명","221",
"구의제1동","10 - 14세","여자인구수[명]","명","254",
"구의제1동","15 - 19세","총인구수[명]","명","841",
"구의제1동","15 - 19세","남자인구수[명]","명","438",
"구의제1동","15 - 19세","여자인구수[명]","명","403",
"구의제1동","20 - 24세","총인구수[명]","명","1732",
"구의제1동","20 - 24세","남자인구수[명]","명","756",
"구의제1동","20 - 24세","여자인구수[명]","명","976",
"구의제1동","25 - 29세","총인구수[명]","명","2931",
"구의제1동","25 - 29세","남자인구수[명]","명","1386",
"구의제1동","25 - 29세","여자인구수[명]","명","1545",
"구의제1동","30 - 34세","총인구수[명]","명","2417",
"구의제1동","30 - 34세","남자인구수[명]","명","1180",
"구의제1동","30 - 34세","여자인구수[명]","명","1237",
"구의제1동","35 - 39세","총인구수[명]","명","2006",
"구의제1동","35 - 39세","남자인구수[명]","명","1011",
"구의제1동","35 - 39세","여자인구수[명]","명","995",
"구의제1동","40 - 44세","총인구수[명]","명","1556",
"구의제1동","40 - 44세","남자인구수[명]","명","818",
"구의제1동","40 - 44세","여자인구수[명]","명","738",
"구의제1동","45 - 49세","총인구수[명]","명","1739",
"구의제1동","45 - 49세","남자인구수[명]","명","847",
"구의제1동","45 - 49세","여자인구수[명]","명","892",
"구의제1동","50 - 54세","총인구수[명]","명","1675",
"구의제1동","50 - 54세","남자인구수[명]","명","806",
"구의제1동","50 - 54세","여자인구수[명]","명","869",
"구의제1동","55 - 59세","총인구수[명]","명","1606",
"구의제1동","55 - 59세","남자인구수[명]","명","757",
"구의제1동","55 - 59세","여자인구수[명]","명","849",
"구의제1동","60 - 64세","총인구수[명]","명","1396",
"구의제1동","60 - 64세","남자인구수[명]","명","642",
"구의제1동","60 - 64세","여자인구수[명]","명","754",
"구의제1동","65 - 69세","총인구수[명]","명","915",
"구의제1동","65 - 69세","남자인구수[명]","명","408",
"구의제1동","65 - 69세","여자인구수[명]","명","507",
"구의제1동","70 - 74세","총인구수[명]","명","798",
"구의제1동","70 - 74세","남자인구수[명]","명","360",
"구의제1동","70 - 74세","여자인구수[명]","명","438",
"구의제1동","75 - 79세","총인구수[명]","명","630",
"구의제1동","75 - 79세","남자인구수[명]","명","282",
"구의제1동","75 - 79세","여자인구수[명]","명","348",
"구의제1동","80 - 84세","총인구수[명]","명","396",
"구의제1동","80 - 84세","남자인구수[명]","명","162",
"구의제1동","80 - 84세","여자인구수[명]","명","234",
"구의제1동","85 - 89세","총인구수[명]","명","143",
"구의제1동","85 - 89세","남자인구수[명]","명","48",
"구의제1동","85 - 89세","여자인구수[명]","명","95",
"구의제1동","90 - 94세","총인구수[명]","명","54",
"구의제1동","90 - 94세","남자인구수[명]","명","18",
"구의제1동","90 - 94세","여자인구수[명]","명","36",
"구의제1동","95 - 99세","총인구수[명]","명","15",
"구의제1동","95 - 99세","남자인구수[명]","명","4",
"구의제1동","95 - 99세","여자인구수[명]","명","11",
"구의제1동","100+","총인구수[명]","명","14",
"구의제1동","100+","남자인구수[명]","명","2",
"구의제1동","100+","여자인구수[명]","명","12",
"구의제2동","계","총인구수[명]","명","27522",
"구의제2동","계","남자인구수[명]","명","13271",
"구의제2동","계","여자인구수[명]","명","14251",
"구의제2동","0 - 4세","총인구수[명]","명","918",
"구의제2동","0 - 4세","남자인구수[명]","명","452",
"구의제2동","0 - 4세","여자인구수[명]","명","466",
"구의제2동","5 - 9세","총인구수[명]","명","1025",
"구의제2동","5 - 9세","남자인구수[명]","명","525",
"구의제2동","5 - 9세","여자인구수[명]","명","500",
"구의제2동","10 - 14세","총인구수[명]","명","1104",
"구의제2동","10 - 14세","남자인구수[명]","명","573",
"구의제2동","10 - 14세","여자인구수[명]","명","531",
"구의제2동","15 - 19세","총인구수[명]","명","1381",
"구의제2동","15 - 19세","남자인구수[명]","명","684",
"구의제2동","15 - 19세","여자인구수[명]","명","697",
"구의제2동","20 - 24세","총인구수[명]","명","1710",
"구의제2동","20 - 24세","남자인구수[명]","명","853",
"구의제2동","20 - 24세","여자인구수[명]","명","857",
"구의제2동","25 - 29세","총인구수[명]","명","2035",
"구의제2동","25 - 29세","남자인구수[명]","명","995",
"구의제2동","25 - 29세","여자인구수[명]","명","1040",
"구의제2동","30 - 34세","총인구수[명]","명","1937",
"구의제2동","30 - 34세","남자인구수[명]","명","974",
"구의제2동","30 - 34세","여자인구수[명]","명","963",
"구의제2동","35 - 39세","총인구수[명]","명","2246",
"구의제2동","35 - 39세","남자인구수[명]","명","1124",
"구의제2동","35 - 39세","여자인구수[명]","명","1122",
"구의제2동","40 - 44세","총인구수[명]","명","2095",
"구의제2동","40 - 44세","남자인구수[명]","명","1019",
"구의제2동","40 - 44세","여자인구수[명]","명","1076",
"구의제2동","45 - 49세","총인구수[명]","명","2444",
"구의제2동","45 - 49세","남자인구수[명]","명","1190",
"구의제2동","45 - 49세","여자인구수[명]","명","1254",
"구의제2동","50 - 54세","총인구수[명]","명","2345",
"구의제2동","50 - 54세","남자인구수[명]","명","1082",
"구의제2동","50 - 54세","여자인구수[명]","명","1263",
"구의제2동","55 - 59세","총인구수[명]","명","2256",
"구의제2동","55 - 59세","남자인구수[명]","명","1089",
"구의제2동","55 - 59세","여자인구수[명]","명","1167",
"구의제2동","60 - 64세","총인구수[명]","명","2019",
"구의제2동","60 - 64세","남자인구수[명]","명","949",
"구의제2동","60 - 64세","여자인구수[명]","명","1070",
"구의제2동","65 - 69세","총인구수[명]","명","1354",
"구의제2동","65 - 69세","남자인구수[명]","명","635",
"구의제2동","65 - 69세","여자인구수[명]","명","719",
"구의제2동","70 - 74세","총인구수[명]","명","1111",
"구의제2동","70 - 74세","남자인구수[명]","명","521",
"구의제2동","70 - 74세","여자인구수[명]","명","590",
"구의제2동","75 - 79세","총인구수[명]","명","758",
"구의제2동","75 - 79세","남자인구수[명]","명","343",
"구의제2동","75 - 79세","여자인구수[명]","명","415",
"구의제2동","80 - 84세","총인구수[명]","명","469",
"구의제2동","80 - 84세","남자인구수[명]","명","172",
"구의제2동","80 - 84세","여자인구수[명]","명","297",
"구의제2동","85 - 89세","총인구수[명]","명","198",
"구의제2동","85 - 89세","남자인구수[명]","명","67",
"구의제2동","85 - 89세","여자인구수[명]","명","131",
"구의제2동","90 - 94세","총인구수[명]","명","65",
"구의제2동","90 - 94세","남자인구수[명]","명","15",
"구의제2동","90 - 94세","여자인구수[명]","명","50",
"구의제2동","95 - 99세","총인구수[명]","명","26",
"구의제2동","95 - 99세","남자인구수[명]","명","4",
"구의제2동","95 - 99세","여자인구수[명]","명","22",
"구의제2동","100+","총인구수[명]","명","26",
"구의제2동","100+","남자인구수[명]","명","5",
"구의제2동","100+","여자인구수[명]","명","21",
"구의제3동","계","총인구수[명]","명","29837",
"구의제3동","계","남자인구수[명]","명","14219",
"구의제3동","계","여자인구수[명]","명","15618",
"구의제3동","0 - 4세","총인구수[명]","명","991",
"구의제3동","0 - 4세","남자인구수[명]","명","493",
"구의제3동","0 - 4세","여자인구수[명]","명","498",
"구의제3동","5 - 9세","총인구수[명]","명","1068",
"구의제3동","5 - 9세","남자인구수[명]","명","513",
"구의제3동","5 - 9세","여자인구수[명]","명","555",
"구의제3동","10 - 14세","총인구수[명]","명","1180",
"구의제3동","10 - 14세","남자인구수[명]","명","585",
"구의제3동","10 - 14세","여자인구수[명]","명","595",
"구의제3동","15 - 19세","총인구수[명]","명","1521",
"구의제3동","15 - 19세","남자인구수[명]","명","768",
"구의제3동","15 - 19세","여자인구수[명]","명","753",
"구의제3동","20 - 24세","총인구수[명]","명","2226",
"구의제3동","20 - 24세","남자인구수[명]","명","1100",
"구의제3동","20 - 24세","여자인구수[명]","명","1126",
"구의제3동","25 - 29세","총인구수[명]","명","2628",
"구의제3동","25 - 29세","남자인구수[명]","명","1254",
"구의제3동","25 - 29세","여자인구수[명]","명","1374",
"구의제3동","30 - 34세","총인구수[명]","명","2485",
"구의제3동","30 - 34세","남자인구수[명]","명","1162",
"구의제3동","30 - 34세","여자인구수[명]","명","1323",
"구의제3동","35 - 39세","총인구수[명]","명","2332",
"구의제3동","35 - 39세","남자인구수[명]","명","1120",
"구의제3동","35 - 39세","여자인구수[명]","명","1212",
"구의제3동","40 - 44세","총인구수[명]","명","2148",
"구의제3동","40 - 44세","남자인구수[명]","명","1019",
"구의제3동","40 - 44세","여자인구수[명]","명","1129",
"구의제3동","45 - 49세","총인구수[명]","명","2612",
"구의제3동","45 - 49세","남자인구수[명]","명","1204",
"구의제3동","45 - 49세","여자인구수[명]","명","1408",
"구의제3동","50 - 54세","총인구수[명]","명","2533",
"구의제3동","50 - 54세","남자인구수[명]","명","1188",
"구의제3동","50 - 54세","여자인구수[명]","명","1345",
"구의제3동","55 - 59세","총인구수[명]","명","2381",
"구의제3동","55 - 59세","남자인구수[명]","명","1143",
"구의제3동","55 - 59세","여자인구수[명]","명","1238",
"구의제3동","60 - 64세","총인구수[명]","명","2017",
"구의제3동","60 - 64세","남자인구수[명]","명","1008",
"구의제3동","60 - 64세","여자인구수[명]","명","1009",
"구의제3동","65 - 69세","총인구수[명]","명","1262",
"구의제3동","65 - 69세","남자인구수[명]","명","590",
"구의제3동","65 - 69세","여자인구수[명]","명","672",
"구의제3동","70 - 74세","총인구수[명]","명","944",
"구의제3동","70 - 74세","남자인구수[명]","명","454",
"구의제3동","70 - 74세","여자인구수[명]","명","490",
"구의제3동","75 - 79세","총인구수[명]","명","706",
"구의제3동","75 - 79세","남자인구수[명]","명","334",
"구의제3동","75 - 79세","여자인구수[명]","명","372",
"구의제3동","80 - 84세","총인구수[명]","명","451",
"구의제3동","80 - 84세","남자인구수[명]","명","165",
"구의제3동","80 - 84세","여자인구수[명]","명","286",
"구의제3동","85 - 89세","총인구수[명]","명","227",
"구의제3동","85 - 89세","남자인구수[명]","명","82",
"구의제3동","85 - 89세","여자인구수[명]","명","145",
"구의제3동","90 - 94세","총인구수[명]","명","95",
"구의제3동","90 - 94세","남자인구수[명]","명","31",
"구의제3동","90 - 94세","여자인구수[명]","명","64",
"구의제3동","95 - 99세","총인구수[명]","명","20",
"구의제3동","95 - 99세","남자인구수[명]","명","2",
"구의제3동","95 - 99세","여자인구수[명]","명","18",
"구의제3동","100+","총인구수[명]","명","10",
"구의제3동","100+","남자인구수[명]","명","4",
"구의제3동","100+","여자인구수[명]","명","6",
"동대문구","계","총인구수[명]","명","346166",
"동대문구","계","남자인구수[명]","명","172158",
"동대문구","계","여자인구수[명]","명","174008",
"동대문구","0 - 4세","총인구수[명]","명","10495",
"동대문구","0 - 4세","남자인구수[명]","명","5391",
"동대문구","0 - 4세","여자인구수[명]","명","5104",
"동대문구","5 - 9세","총인구수[명]","명","11677",
"동대문구","5 - 9세","남자인구수[명]","명","5995",
"동대문구","5 - 9세","여자인구수[명]","명","5682",
"동대문구","10 - 14세","총인구수[명]","명","11203",
"동대문구","10 - 14세","남자인구수[명]","명","5739",
"동대문구","10 - 14세","여자인구수[명]","명","5464",
"동대문구","15 - 19세","총인구수[명]","명","14129",
"동대문구","15 - 19세","남자인구수[명]","명","7085",
"동대문구","15 - 19세","여자인구수[명]","명","7044",
"동대문구","20 - 24세","총인구수[명]","명","25524",
"동대문구","20 - 24세","남자인구수[명]","명","12185",
"동대문구","20 - 24세","여자인구수[명]","명","13339",
"동대문구","25 - 29세","총인구수[명]","명","29408",
"동대문구","25 - 29세","남자인구수[명]","명","15584",
"동대문구","25 - 29세","여자인구수[명]","명","13824",
"동대문구","30 - 34세","총인구수[명]","명","24262",
"동대문구","30 - 34세","남자인구수[명]","명","12630",
"동대문구","30 - 34세","여자인구수[명]","명","11632",
"동대문구","35 - 39세","총인구수[명]","명","27242",
"동대문구","35 - 39세","남자인구수[명]","명","14070",
"동대문구","35 - 39세","여자인구수[명]","명","13172",
"동대문구","40 - 44세","총인구수[명]","명","24621",
"동대문구","40 - 44세","남자인구수[명]","명","12716",
"동대문구","40 - 44세","여자인구수[명]","명","11905",
"동대문구","45 - 49세","총인구수[명]","명","27827",
"동대문구","45 - 49세","남자인구수[명]","명","14330",
"동대문구","45 - 49세","여자인구수[명]","명","13497",
"동대문구","50 - 54세","총인구수[명]","명","27183",
"동대문구","50 - 54세","남자인구수[명]","명","13810",
"동대문구","50 - 54세","여자인구수[명]","명","13373",
"동대문구","55 - 59세","총인구수[명]","명","27589",
"동대문구","55 - 59세","남자인구수[명]","명","13699",
"동대문구","55 - 59세","여자인구수[명]","명","13890",
"동대문구","60 - 64세","총인구수[명]","명","25993",
"동대문구","60 - 64세","남자인구수[명]","명","12667",
"동대문구","60 - 64세","여자인구수[명]","명","13326",
"동대문구","65 - 69세","총인구수[명]","명","18621",
"동대문구","65 - 69세","남자인구수[명]","명","8920",
"동대문구","65 - 69세","여자인구수[명]","명","9701",
"동대문구","70 - 74세","총인구수[명]","명","15279",
"동대문구","70 - 74세","남자인구수[명]","명","6935",
"동대문구","70 - 74세","여자인구수[명]","명","8344",
"동대문구","75 - 79세","총인구수[명]","명","12622",
"동대문구","75 - 79세","남자인구수[명]","명","5637",
"동대문구","75 - 79세","여자인구수[명]","명","6985",
"동대문구","80 - 84세","총인구수[명]","명","7432",
"동대문구","80 - 84세","남자인구수[명]","명","3115",
"동대문구","80 - 84세","여자인구수[명]","명","4317",
"동대문구","85 - 89세","총인구수[명]","명","3273",
"동대문구","85 - 89세","남자인구수[명]","명","1125",
"동대문구","85 - 89세","여자인구수[명]","명","2148",
"동대문구","90 - 94세","총인구수[명]","명","1127",
"동대문구","90 - 94세","남자인구수[명]","명","320",
"동대문구","90 - 94세","여자인구수[명]","명","807",
"동대문구","95 - 99세","총인구수[명]","명","380",
"동대문구","95 - 99세","남자인구수[명]","명","125",
"동대문구","95 - 99세","여자인구수[명]","명","255",
"동대문구","100+","총인구수[명]","명","279",
"동대문구","100+","남자인구수[명]","명","80",
"동대문구","100+","여자인구수[명]","명","199",
"용신동","계","총인구수[명]","명","30541",
"용신동","계","남자인구수[명]","명","15693",
"용신동","계","여자인구수[명]","명","14848",
"용신동","0 - 4세","총인구수[명]","명","702",
"용신동","0 - 4세","남자인구수[명]","명","357",
"용신동","0 - 4세","여자인구수[명]","명","345",
"용신동","5 - 9세","총인구수[명]","명","721",
"용신동","5 - 9세","남자인구수[명]","명","377",
"용신동","5 - 9세","여자인구수[명]","명","344",
"용신동","10 - 14세","총인구수[명]","명","639",
"용신동","10 - 14세","남자인구수[명]","명","321",
"용신동","10 - 14세","여자인구수[명]","명","318",
"용신동","15 - 19세","총인구수[명]","명","916",
"용신동","15 - 19세","남자인구수[명]","명","505",
"용신동","15 - 19세","여자인구수[명]","명","411",
"용신동","20 - 24세","총인구수[명]","명","2200",
"용신동","20 - 24세","남자인구수[명]","명","1048",
"용신동","20 - 24세","여자인구수[명]","명","1152",
"용신동","25 - 29세","총인구수[명]","명","3353",
"용신동","25 - 29세","남자인구수[명]","명","1704",
"용신동","25 - 29세","여자인구수[명]","명","1649",
"용신동","30 - 34세","총인구수[명]","명","2700",
"용신동","30 - 34세","남자인구수[명]","명","1426",
"용신동","30 - 34세","여자인구수[명]","명","1274",
"용신동","35 - 39세","총인구수[명]","명","2495",
"용신동","35 - 39세","남자인구수[명]","명","1330",
"용신동","35 - 39세","여자인구수[명]","명","1165",
"용신동","40 - 44세","총인구수[명]","명","2034",
"용신동","40 - 44세","남자인구수[명]","명","1098",
"용신동","40 - 44세","여자인구수[명]","명","936",
"용신동","45 - 49세","총인구수[명]","명","2298",
"용신동","45 - 49세","남자인구수[명]","명","1268",
"용신동","45 - 49세","여자인구수[명]","명","1030",
"용신동","50 - 54세","총인구수[명]","명","2249",
"용신동","50 - 54세","남자인구수[명]","명","1209",
"용신동","50 - 54세","여자인구수[명]","명","1040",
"용신동","55 - 59세","총인구수[명]","명","2550",
"용신동","55 - 59세","남자인구수[명]","명","1359",
"용신동","55 - 59세","여자인구수[명]","명","1191",
"용신동","60 - 64세","총인구수[명]","명","2269",
"용신동","60 - 64세","남자인구수[명]","명","1159",
"용신동","60 - 64세","여자인구수[명]","명","1110",
"용신동","65 - 69세","총인구수[명]","명","1605",
"용신동","65 - 69세","남자인구수[명]","명","817",
"용신동","65 - 69세","여자인구수[명]","명","788",
"용신동","70 - 74세","총인구수[명]","명","1378",
"용신동","70 - 74세","남자인구수[명]","명","634",
"용신동","70 - 74세","여자인구수[명]","명","744",
"용신동","75 - 79세","총인구수[명]","명","1188",
"용신동","75 - 79세","남자인구수[명]","명","568",
"용신동","75 - 79세","여자인구수[명]","명","620",
"용신동","80 - 84세","총인구수[명]","명","758",
"용신동","80 - 84세","남자인구수[명]","명","338",
"용신동","80 - 84세","여자인구수[명]","명","420",
"용신동","85 - 89세","총인구수[명]","명","305",
"용신동","85 - 89세","남자인구수[명]","명","120",
"용신동","85 - 89세","여자인구수[명]","명","185",
"용신동","90 - 94세","총인구수[명]","명","111",
"용신동","90 - 94세","남자인구수[명]","명","29",
"용신동","90 - 94세","여자인구수[명]","명","82",
"용신동","95 - 99세","총인구수[명]","명","48",
"용신동","95 - 99세","남자인구수[명]","명","20",
"용신동","95 - 99세","여자인구수[명]","명","28",
"용신동","100+","총인구수[명]","명","22",
"용신동","100+","남자인구수[명]","명","6",
"용신동","100+","여자인구수[명]","명","16",
"제기동","계","총인구수[명]","명","24958",
"제기동","계","남자인구수[명]","명","12788",
"제기동","계","여자인구수[명]","명","12170",
"제기동","0 - 4세","총인구수[명]","명","501",
"제기동","0 - 4세","남자인구수[명]","명","260",
"제기동","0 - 4세","여자인구수[명]","명","241",
"제기동","5 - 9세","총인구수[명]","명","604",
"제기동","5 - 9세","남자인구수[명]","명","318",
"제기동","5 - 9세","여자인구수[명]","명","286",
"제기동","10 - 14세","총인구수[명]","명","605",
"제기동","10 - 14세","남자인구수[명]","명","317",
"제기동","10 - 14세","여자인구수[명]","명","288",
"제기동","15 - 19세","총인구수[명]","명","849",
"제기동","15 - 19세","남자인구수[명]","명","429",
"제기동","15 - 19세","여자인구수[명]","명","420",
"제기동","20 - 24세","총인구수[명]","명","1962",
"제기동","20 - 24세","남자인구수[명]","명","999",
"제기동","20 - 24세","여자인구수[명]","명","963",
"제기동","25 - 29세","총인구수[명]","명","2244",
"제기동","25 - 29세","남자인구수[명]","명","1305",
"제기동","25 - 29세","여자인구수[명]","명","939",
"제기동","30 - 34세","총인구수[명]","명","1722",
"제기동","30 - 34세","남자인구수[명]","명","955",
