,시군구명,법정동코드,법정동명,연령대,거주인구수/n
0,강남구,11680101,역삼동,10대,61900.0
1,강남구,11680101,역삼동,10대 미만,35966.0
2,강남구,11680101,역삼동,20대,67956.0
3,강남구,11680101,역삼동,30대,71880.0
4,강남구,11680101,역삼동,40대,90558.0
5,강남구,11680101,역삼동,50대,81918.0
6,강남구,11680101,역삼동,60대,56332.0
7,강남구,11680101,역삼동,70대 이상,44436.0
8,강남구,11680101,역삼동,10대,56746.0
9,강남구,11680101,역삼동,10대 미만,33876.0
10,강남구,11680101,역삼동,20대,74712.0
11,강남구,11680101,역삼동,30대,84354.0
12,강남구,11680101,역삼동,40대,105400.0
13,강남구,11680101,역삼동,50대,81312.0
14,강남구,11680101,역삼동,60대,66354.0
15,강남구,11680101,역삼동,70대 이상,54056.0
16,강남구,11680103,개포동,10대,61900.0
17,강남구,11680103,개포동,10대,15475.0
18,강남구,11680103,개포동,10대,10316.666666666666
19,강남구,11680103,개포동,10대 미만,35966.0
20,강남구,11680103,개포동,10대 미만,8991.5
21,강남구,11680103,개포동,10대 미만,5994.333333333333
22,강남구,11680103,개포동,20대,67956.0
23,강남구,11680103,개포동,20대,16989.0
24,강남구,11680103,개포동,20대,11326.0
25,강남구,11680103,개포동,30대,71880.0
26,강남구,11680103,개포동,30대,17970.0
27,강남구,11680103,개포동,30대,11980.0
28,강남구,11680103,개포동,40대,90558.0
29,강남구,11680103,개포동,40대,22639.5
30,강남구,11680103,개포동,40대,15093.0
31,강남구,11680103,개포동,50대,81918.0
32,강남구,11680103,개포동,50대,20479.5
33,강남구,11680103,개포동,50대,13653.0
34,강남구,11680103,개포동,60대,56332.0
35,강남구,11680103,개포동,60대,14083.0
36,강남구,11680103,개포동,60대,9388.666666666666
37,강남구,11680103,개포동,70대 이상,44436.0
38,강남구,11680103,개포동,70대 이상,11109.0
39,강남구,11680103,개포동,70대 이상,7406.0
40,강남구,11680103,개포동,10대,56746.0
41,강남구,11680103,개포동,10대,14186.5
42,강남구,11680103,개포동,10대,9457.666666666666
43,강남구,11680103,개포동,10대 미만,33876.0
44,강남구,11680103,개포동,10대 미만,8469.0
45,강남구,11680103,개포동,10대 미만,5646.0
46,강남구,11680103,개포동,20대,74712.0
47,강남구,11680103,개포동,20대,18678.0
48,강남구,11680103,개포동,20대,12452.0
49,강남구,11680103,개포동,30대,84354.0
50,강남구,11680103,개포동,30대,21088.5
51,강남구,11680103,개포동,30대,14059.0
52,강남구,11680103,개포동,40대,105400.0
53,강남구,11680103,개포동,40대,26350.0
54,강남구,11680103,개포동,40대,17566.666666666668
55,강남구,11680103,개포동,50대,81312.0
56,강남구,11680103,개포동,50대,20328.0
57,강남구,11680103,개포동,50대,13552.0
58,강남구,11680103,개포동,60대,66354.0
59,강남구,11680103,개포동,60대,16588.5
60,강남구,11680103,개포동,60대,11059.0
61,강남구,11680103,개포동,70대 이상,54056.0
62,강남구,11680103,개포동,70대 이상,13514.0
63,강남구,11680103,개포동,70대 이상,9009.333333333334
64,강남구,11680104,청담동,10대,30950.0
65,강남구,11680104,청담동,10대 미만,17983.0
66,강남구,11680104,청담동,20대,33978.0
67,강남구,11680104,청담동,30대,35940.0
68,강남구,11680104,청담동,40대,45279.0
69,강남구,11680104,청담동,50대,40959.0
70,강남구,11680104,청담동,60대,28166.0
71,강남구,11680104,청담동,70대 이상,22218.0
72,강남구,11680104,청담동,10대,28373.0
73,강남구,11680104,청담동,10대 미만,16938.0
74,강남구,11680104,청담동,20대,37356.0
75,강남구,11680104,청담동,30대,42177.0
76,강남구,11680104,청담동,40대,52700.0
77,강남구,11680104,청담동,50대,40656.0
78,강남구,11680104,청담동,60대,33177.0
79,강남구,11680104,청담동,70대 이상,27028.0
80,강남구,11680105,삼성동,10대,61900.0
81,강남구,11680105,삼성동,10대 미만,35966.0
82,강남구,11680105,삼성동,20대,67956.0
83,강남구,11680105,삼성동,30대,71880.0
84,강남구,11680105,삼성동,40대,90558.0
85,강남구,11680105,삼성동,50대,81918.0
86,강남구,11680105,삼성동,60대,56332.0
87,강남구,11680105,삼성동,70대 이상,44436.0
88,강남구,11680105,삼성동,10대,56746.0
89,강남구,11680105,삼성동,10대 미만,33876.0
90,강남구,11680105,삼성동,20대,74712.0
