,시군구명,행정동코드,행정동명,법정동코드,법정동명,연령별,행정동단위 거주인구,법정동단위 거주인구
0,종로구,1111051500,청운효자동,1111010100,청운동,10대,1135,113.5
1,종로구,1111051500,청운효자동,1111010100,청운동,10대 미만,696,69.6
2,종로구,1111051500,청운효자동,1111010100,청운동,20대,1501,150.1
3,종로구,1111051500,청운효자동,1111010100,청운동,30대,1538,153.8
4,종로구,1111051500,청운효자동,1111010100,청운동,40대,2072,207.2
5,종로구,1111051500,청운효자동,1111010100,청운동,50대,1905,190.5
6,종로구,1111051500,청운효자동,1111010100,청운동,60대,1405,140.5
7,종로구,1111051500,청운효자동,1111010100,청운동,70대 이상,1551,155.1
8,종로구,1111051500,청운효자동,1111010200,신교동,10대,1135,113.5
9,종로구,1111051500,청운효자동,1111010200,신교동,10대 미만,696,69.6
10,종로구,1111051500,청운효자동,1111010200,신교동,20대,1501,150.1
11,종로구,1111051500,청운효자동,1111010200,신교동,30대,1538,153.8
12,종로구,1111051500,청운효자동,1111010200,신교동,40대,2072,207.2
13,종로구,1111051500,청운효자동,1111010200,신교동,50대,1905,190.5
14,종로구,1111051500,청운효자동,1111010200,신교동,60대,1405,140.5
15,종로구,1111051500,청운효자동,1111010200,신교동,70대 이상,1551,155.1
16,종로구,1111051500,청운효자동,1111010300,궁정동,10대,1135,113.5
17,종로구,1111051500,청운효자동,1111010300,궁정동,10대 미만,696,69.6
18,종로구,1111051500,청운효자동,1111010300,궁정동,20대,1501,150.1
19,종로구,1111051500,청운효자동,1111010300,궁정동,30대,1538,153.8
20,종로구,1111051500,청운효자동,1111010300,궁정동,40대,2072,207.2
21,종로구,1111051500,청운효자동,1111010300,궁정동,50대,1905,190.5
22,종로구,1111051500,청운효자동,1111010300,궁정동,60대,1405,140.5
23,종로구,1111051500,청운효자동,1111010300,궁정동,70대 이상,1551,155.1
24,종로구,1111051500,청운효자동,1111010400,효자동,10대,1135,113.5
25,종로구,1111051500,청운효자동,1111010400,효자동,10대 미만,696,69.6
26,종로구,1111051500,청운효자동,1111010400,효자동,20대,1501,150.1
27,종로구,1111051500,청운효자동,1111010400,효자동,30대,1538,153.8
28,종로구,1111051500,청운효자동,1111010400,효자동,40대,2072,207.2
29,종로구,1111051500,청운효자동,1111010400,효자동,50대,1905,190.5
30,종로구,1111051500,청운효자동,1111010400,효자동,60대,1405,140.5
31,종로구,1111051500,청운효자동,1111010400,효자동,70대 이상,1551,155.1
32,종로구,1111051500,청운효자동,1111010500,창성동,10대,1135,113.5
33,종로구,1111051500,청운효자동,1111010500,창성동,10대 미만,696,69.6
34,종로구,1111051500,청운효자동,1111010500,창성동,20대,1501,150.1
35,종로구,1111051500,청운효자동,1111010500,창성동,30대,1538,153.8
36,종로구,1111051500,청운효자동,1111010500,창성동,40대,2072,207.2
37,종로구,1111051500,청운효자동,1111010500,창성동,50대,1905,190.5
38,종로구,1111051500,청운효자동,1111010500,창성동,60대,1405,140.5
39,종로구,1111051500,청운효자동,1111010500,창성동,70대 이상,1551,155.1
40,종로구,1111051500,청운효자동,1111010800,통인동,10대,1135,113.5
41,종로구,1111051500,청운효자동,1111010800,통인동,10대 미만,696,69.6
42,종로구,1111051500,청운효자동,1111010800,통인동,20대,1501,150.1
43,종로구,1111051500,청운효자동,1111010800,통인동,30대,1538,153.8
44,종로구,1111051500,청운효자동,1111010800,통인동,40대,2072,207.2
45,종로구,1111051500,청운효자동,1111010800,통인동,50대,1905,190.5
46,종로구,1111051500,청운효자동,1111010800,통인동,60대,1405,140.5
47,종로구,1111051500,청운효자동,1111010800,통인동,70대 이상,1551,155.1
48,종로구,1111051500,청운효자동,1111010900,누상동,10대,1135,113.5
49,종로구,1111051500,청운효자동,1111010900,누상동,10대 미만,696,69.6
50,종로구,1111051500,청운효자동,1111010900,누상동,20대,1501,150.1
51,종로구,1111051500,청운효자동,1111010900,누상동,30대,1538,153.8
52,종로구,1111051500,청운효자동,1111010900,누상동,40대,2072,207.2
53,종로구,1111051500,청운효자동,1111010900,누상동,50대,1905,190.5
54,종로구,1111051500,청운효자동,1111010900,누상동,60대,1405,140.5
55,종로구,1111051500,청운효자동,1111010900,누상동,70대 이상,1551,155.1
56,종로구,1111051500,청운효자동,1111011000,누하동,10대,1135,113.5
57,종로구,1111051500,청운효자동,1111011000,누하동,10대 미만,696,69.6
58,종로구,1111051500,청운효자동,1111011000,누하동,20대,1501,150.1
59,종로구,1111051500,청운효자동,1111011000,누하동,30대,1538,153.8
60,종로구,1111051500,청운효자동,1111011000,누하동,40대,2072,207.2
61,종로구,1111051500,청운효자동,1111011000,누하동,50대,1905,190.5
62,종로구,1111051500,청운효자동,1111011000,누하동,60대,1405,140.5
63,종로구,1111051500,청운효자동,1111011000,누하동,70대 이상,1551,155.1
64,종로구,1111051500,청운효자동,1111011100,옥인동,10대,1135,113.5
65,종로구,1111051500,청운효자동,1111011100,옥인동,10대 미만,696,69.6
66,종로구,1111051500,청운효자동,1111011100,옥인동,20대,1501,150.1
67,종로구,1111051500,청운효자동,1111011100,옥인동,30대,1538,153.8
68,종로구,1111051500,청운효자동,1111011100,옥인동,40대,2072,207.2
69,종로구,1111051500,청운효자동,1111011100,옥인동,50대,1905,190.5
70,종로구,1111051500,청운효자동,1111011100,옥인동,60대,1405,140.5
71,종로구,1111051500,청운효자동,1111011100,옥인동,70대 이상,1551,155.1
72,종로구,1111051500,청운효자동,1111011900,세종로,10대,1135,113.5
73,종로구,1111051500,청운효자동,1111011900,세종로,10대 미만,696,69.6
74,종로구,1111051500,청운효자동,1111011900,세종로,20대,1501,150.1
75,종로구,1111051500,청운효자동,1111011900,세종로,30대,1538,153.8
76,종로구,1111051500,청운효자동,1111011900,세종로,40대,2072,207.2
77,종로구,1111051500,청운효자동,1111011900,세종로,50대,1905,190.5
78,종로구,1111051500,청운효자동,1111011900,세종로,60대,1405,140.5
79,종로구,1111051500,청운효자동,1111011900,세종로,70대 이상,1551,155.1
80,종로구,1111053000,사직동,1111010600,통의동,10대,664,55.333333333333336
81,종로구,1111053000,사직동,1111010600,통의동,10대 미만,535,44.583333333333336
82,종로구,1111053000,사직동,1111010600,통의동,20대,1168,97.33333333333333
83,종로구,1111053000,사직동,1111010600,통의동,30대,1472,122.66666666666667
84,종로구,1111053000,사직동,1111010600,통의동,40대,1436,119.66666666666667
85,종로구,1111053000,사직동,1111010600,통의동,50대,1543,128.58333333333334
86,종로구,1111053000,사직동,1111010600,통의동,60대,1204,100.33333333333333
87,종로구,1111053000,사직동,1111010600,통의동,70대 이상,1288,107.33333333333333
88,종로구,1111053000,사직동,1111010700,적선동,10대,664,55.333333333333336
89,종로구,1111053000,사직동,1111010700,적선동,10대 미만,535,44.583333333333336
90,종로구,1111053000,사직동,1111010700,적선동,20대,1168,97.33333333333333
91,종로구,1111053000,사직동,1111010700,적선동,30대,1472,122.66666666666667
92,종로구,1111053000,사직동,1111010700,적선동,40대,1436,119.66666666666667
93,종로구,1111053000,사직동,1111010700,적선동,50대,1543,128.58333333333334
94,종로구,1111053000,사직동,1111010700,적선동,60대,1204,100.33333333333333
95,종로구,1111053000,사직동,1111010700,적선동,70대 이상,1288,107.33333333333333
96,종로구,1111053000,사직동,1111011200,체부동,10대,664,55.333333333333336
97,종로구,1111053000,사직동,1111011200,체부동,10대 미만,535,44.583333333333336
98,종로구,1111053000,사직동,1111011200,체부동,20대,1168,97.33333333333333
99,종로구,1111053000,사직동,1111011200,체부동,30대,1472,122.66666666666667
100,종로구,1111053000,사직동,1111011200,체부동,40대,1436,119.66666666666667
101,종로구,1111053000,사직동,1111011200,체부동,50대,1543,128.58333333333334
102,종로구,1111053000,사직동,1111011200,체부동,60대,1204,100.33333333333333
103,종로구,1111053000,사직동,1111011200,체부동,70대 이상,1288,107.33333333333333
104,종로구,1111053000,사직동,1111011300,필운동,10대,664,55.333333333333336
105,종로구,1111053000,사직동,1111011300,필운동,10대 미만,535,44.583333333333336
106,종로구,1111053000,사직동,1111011300,필운동,20대,1168,97.33333333333333
107,종로구,1111053000,사직동,1111011300,필운동,30대,1472,122.66666666666667
108,종로구,1111053000,사직동,1111011300,필운동,40대,1436,119.66666666666667
109,종로구,1111053000,사직동,1111011300,필운동,50대,1543,128.58333333333334
110,종로구,1111053000,사직동,1111011300,필운동,60대,1204,100.33333333333333
111,종로구,1111053000,사직동,1111011300,필운동,70대 이상,1288,107.33333333333333
112,종로구,1111053000,사직동,1111011400,내자동,10대,664,55.333333333333336
113,종로구,1111053000,사직동,1111011400,내자동,10대 미만,535,44.583333333333336
114,종로구,1111053000,사직동,1111011400,내자동,20대,1168,97.33333333333333
115,종로구,1111053000,사직동,1111011400,내자동,30대,1472,122.66666666666667
116,종로구,1111053000,사직동,1111011400,내자동,40대,1436,119.66666666666667
117,종로구,1111053000,사직동,1111011400,내자동,50대,1543,128.58333333333334
118,종로구,1111053000,사직동,1111011400,내자동,60대,1204,100.33333333333333
119,종로구,1111053000,사직동,1111011400,내자동,70대 이상,1288,107.33333333333333
120,종로구,1111053000,사직동,1111011500,사직동,10대,664,55.333333333333336
121,종로구,1111053000,사직동,1111011500,사직동,10대 미만,535,44.583333333333336
122,종로구,1111053000,사직동,1111011500,사직동,20대,1168,97.33333333333333
123,종로구,1111053000,사직동,1111011500,사직동,30대,1472,122.66666666666667
124,종로구,1111053000,사직동,1111011500,사직동,40대,1436,119.66666666666667
125,종로구,1111053000,사직동,1111011500,사직동,50대,1543,128.58333333333334
126,종로구,1111053000,사직동,1111011500,사직동,60대,1204,100.33333333333333
127,종로구,1111053000,사직동,1111011500,사직동,70대 이상,1288,107.33333333333333
128,종로구,1111053000,사직동,1111011600,도렴동,10대,664,55.333333333333336
129,종로구,1111053000,사직동,1111011600,도렴동,10대 미만,535,44.583333333333336
130,종로구,1111053000,사직동,1111011600,도렴동,20대,1168,97.33333333333333
131,종로구,1111053000,사직동,1111011600,도렴동,30대,1472,122.66666666666667
132,종로구,1111053000,사직동,1111011600,도렴동,40대,1436,119.66666666666667
133,종로구,1111053000,사직동,1111011600,도렴동,50대,1543,128.58333333333334
134,종로구,1111053000,사직동,1111011600,도렴동,60대,1204,100.33333333333333
135,종로구,1111053000,사직동,1111011600,도렴동,70대 이상,1288,107.33333333333333
136,종로구,1111053000,사직동,1111011700,당주동,10대,664,55.333333333333336
137,종로구,1111053000,사직동,1111011700,당주동,10대 미만,535,44.583333333333336
138,종로구,1111053000,사직동,1111011700,당주동,20대,1168,97.33333333333333
139,종로구,1111053000,사직동,1111011700,당주동,30대,1472,122.66666666666667
140,종로구,1111053000,사직동,1111011700,당주동,40대,1436,119.66666666666667
141,종로구,1111053000,사직동,1111011700,당주동,50대,1543,128.58333333333334
142,종로구,1111053000,사직동,1111011700,당주동,60대,1204,100.33333333333333
143,종로구,1111053000,사직동,1111011700,당주동,70대 이상,1288,107.33333333333333
144,종로구,1111053000,사직동,1111011800,내수동,10대,664,55.333333333333336
145,종로구,1111053000,사직동,1111011800,내수동,10대 미만,535,44.583333333333336
146,종로구,1111053000,사직동,1111011800,내수동,20대,1168,97.33333333333333
147,종로구,1111053000,사직동,1111011800,내수동,30대,1472,122.66666666666667
148,종로구,1111053000,사직동,1111011800,내수동,40대,1436,119.66666666666667
149,종로구,1111053000,사직동,1111011800,내수동,50대,1543,128.58333333333334
150,종로구,1111053000,사직동,1111011800,내수동,60대,1204,100.33333333333333
151,종로구,1111053000,사직동,1111011800,내수동,70대 이상,1288,107.33333333333333
152,종로구,1111053000,사직동,1111011900,세종로,10대,664,55.333333333333336
153,종로구,1111053000,사직동,1111011900,세종로,10대 미만,535,44.583333333333336
154,종로구,1111053000,사직동,1111011900,세종로,20대,1168,97.33333333333333
155,종로구,1111053000,사직동,1111011900,세종로,30대,1472,122.66666666666667
156,종로구,1111053000,사직동,1111011900,세종로,40대,1436,119.66666666666667
157,종로구,1111053000,사직동,1111011900,세종로,50대,1543,128.58333333333334
158,종로구,1111053000,사직동,1111011900,세종로,60대,1204,100.33333333333333
159,종로구,1111053000,사직동,1111011900,세종로,70대 이상,1288,107.33333333333333
160,종로구,1111053000,사직동,1111012000,신문로1가,10대,664,55.333333333333336
161,종로구,1111053000,사직동,1111012000,신문로1가,10대 미만,535,44.583333333333336
162,종로구,1111053000,사직동,1111012000,신문로1가,20대,1168,97.33333333333333
163,종로구,1111053000,사직동,1111012000,신문로1가,30대,1472,122.66666666666667
164,종로구,1111053000,사직동,1111012000,신문로1가,40대,1436,119.66666666666667
165,종로구,1111053000,사직동,1111012000,신문로1가,50대,1543,128.58333333333334
166,종로구,1111053000,사직동,1111012000,신문로1가,60대,1204,100.33333333333333
167,종로구,1111053000,사직동,1111012000,신문로1가,70대 이상,1288,107.33333333333333
168,종로구,1111053000,사직동,1111012100,신문로2가,10대,664,55.333333333333336
169,종로구,1111053000,사직동,1111012100,신문로2가,10대 미만,535,44.583333333333336
170,종로구,1111053000,사직동,1111012100,신문로2가,20대,1168,97.33333333333333
171,종로구,1111053000,사직동,1111012100,신문로2가,30대,1472,122.66666666666667
172,종로구,1111053000,사직동,1111012100,신문로2가,40대,1436,119.66666666666667
173,종로구,1111053000,사직동,1111012100,신문로2가,50대,1543,128.58333333333334
174,종로구,1111053000,사직동,1111012100,신문로2가,60대,1204,100.33333333333333
175,종로구,1111053000,사직동,1111012100,신문로2가,70대 이상,1288,107.33333333333333
176,종로구,1111054000,삼청동,1111013900,팔판동,10대,167,23.857142857142858
177,종로구,1111054000,삼청동,1111013900,팔판동,10대 미만,91,13.0
178,종로구,1111054000,삼청동,1111013900,팔판동,20대,294,42.0
179,종로구,1111054000,삼청동,1111013900,팔판동,30대,294,42.0
180,종로구,1111054000,삼청동,1111013900,팔판동,40대,341,48.714285714285715
181,종로구,1111054000,삼청동,1111013900,팔판동,50대,370,52.857142857142854
182,종로구,1111054000,삼청동,1111013900,팔판동,60대,407,58.142857142857146
183,종로구,1111054000,삼청동,1111013900,팔판동,70대 이상,422,60.285714285714285
184,종로구,1111054000,삼청동,1111014000,삼청동,10대,167,23.857142857142858
185,종로구,1111054000,삼청동,1111014000,삼청동,10대 미만,91,13.0
186,종로구,1111054000,삼청동,1111014000,삼청동,20대,294,42.0
187,종로구,1111054000,삼청동,1111014000,삼청동,30대,294,42.0
188,종로구,1111054000,삼청동,1111014000,삼청동,40대,341,48.714285714285715
189,종로구,1111054000,삼청동,1111014000,삼청동,50대,370,52.857142857142854
190,종로구,1111054000,삼청동,1111014000,삼청동,60대,407,58.142857142857146
191,종로구,1111054000,삼청동,1111014000,삼청동,70대 이상,422,60.285714285714285
192,종로구,1111054000,삼청동,1111014100,안국동,10대,167,23.857142857142858
193,종로구,1111054000,삼청동,1111014100,안국동,10대 미만,91,13.0
194,종로구,1111054000,삼청동,1111014100,안국동,20대,294,42.0
195,종로구,1111054000,삼청동,1111014100,안국동,30대,294,42.0
196,종로구,1111054000,삼청동,1111014100,안국동,40대,341,48.714285714285715
197,종로구,1111054000,삼청동,1111014100,안국동,50대,370,52.857142857142854
198,종로구,1111054000,삼청동,1111014100,안국동,60대,407,58.142857142857146
199,종로구,1111054000,삼청동,1111014100,안국동,70대 이상,422,60.285714285714285
200,종로구,1111054000,삼청동,1111014200,소격동,10대,167,23.857142857142858
201,종로구,1111054000,삼청동,1111014200,소격동,10대 미만,91,13.0
202,종로구,1111054000,삼청동,1111014200,소격동,20대,294,42.0
203,종로구,1111054000,삼청동,1111014200,소격동,30대,294,42.0
204,종로구,1111054000,삼청동,1111014200,소격동,40대,341,48.714285714285715
205,종로구,1111054000,삼청동,1111014200,소격동,50대,370,52.857142857142854
206,종로구,1111054000,삼청동,1111014200,소격동,60대,407,58.142857142857146
207,종로구,1111054000,삼청동,1111014200,소격동,70대 이상,422,60.285714285714285
208,종로구,1111054000,삼청동,1111014300,화동,10대,167,23.857142857142858
209,종로구,1111054000,삼청동,1111014300,화동,10대 미만,91,13.0
210,종로구,1111054000,삼청동,1111014300,화동,20대,294,42.0
211,종로구,1111054000,삼청동,1111014300,화동,30대,294,42.0
212,종로구,1111054000,삼청동,1111014300,화동,40대,341,48.714285714285715
213,종로구,1111054000,삼청동,1111014300,화동,50대,370,52.857142857142854
214,종로구,1111054000,삼청동,1111014300,화동,60대,407,58.142857142857146
215,종로구,1111054000,삼청동,1111014300,화동,70대 이상,422,60.285714285714285
216,종로구,1111054000,삼청동,1111014400,사간동,10대,167,23.857142857142858
217,종로구,1111054000,삼청동,1111014400,사간동,10대 미만,91,13.0
218,종로구,1111054000,삼청동,1111014400,사간동,20대,294,42.0
219,종로구,1111054000,삼청동,1111014400,사간동,30대,294,42.0
220,종로구,1111054000,삼청동,1111014400,사간동,40대,341,48.714285714285715
221,종로구,1111054000,삼청동,1111014400,사간동,50대,370,52.857142857142854
222,종로구,1111054000,삼청동,1111014400,사간동,60대,407,58.142857142857146
223,종로구,1111054000,삼청동,1111014400,사간동,70대 이상,422,60.285714285714285
224,종로구,1111054000,삼청동,1111014500,송현동,10대,167,23.857142857142858
225,종로구,1111054000,삼청동,1111014500,송현동,10대 미만,91,13.0
226,종로구,1111054000,삼청동,1111014500,송현동,20대,294,42.0
227,종로구,1111054000,삼청동,1111014500,송현동,30대,294,42.0
228,종로구,1111054000,삼청동,1111014500,송현동,40대,341,48.714285714285715
229,종로구,1111054000,삼청동,1111014500,송현동,50대,370,52.857142857142854
230,종로구,1111054000,삼청동,1111014500,송현동,60대,407,58.142857142857146
231,종로구,1111054000,삼청동,1111014500,송현동,70대 이상,422,60.285714285714285
232,종로구,1111055000,부암동,1111018400,부암동,10대,833,277.6666666666667
233,종로구,1111055000,부암동,1111018400,부암동,10대 미만,472,157.33333333333334
234,종로구,1111055000,부암동,1111018400,부암동,20대,1193,397.6666666666667
235,종로구,1111055000,부암동,1111018400,부암동,30대,1189,396.3333333333333
236,종로구,1111055000,부암동,1111018400,부암동,40대,1521,507.0
237,종로구,1111055000,부암동,1111018400,부암동,50대,1661,553.6666666666666
238,종로구,1111055000,부암동,1111018400,부암동,60대,1338,446.0
239,종로구,1111055000,부암동,1111018400,부암동,70대 이상,1225,408.3333333333333
240,종로구,1111055000,부암동,1111018500,홍지동,10대,833,277.6666666666667
241,종로구,1111055000,부암동,1111018500,홍지동,10대 미만,472,157.33333333333334
242,종로구,1111055000,부암동,1111018500,홍지동,20대,1193,397.6666666666667
243,종로구,1111055000,부암동,1111018500,홍지동,30대,1189,396.3333333333333
244,종로구,1111055000,부암동,1111018500,홍지동,40대,1521,507.0
245,종로구,1111055000,부암동,1111018500,홍지동,50대,1661,553.6666666666666
246,종로구,1111055000,부암동,1111018500,홍지동,60대,1338,446.0
247,종로구,1111055000,부암동,1111018500,홍지동,70대 이상,1225,408.3333333333333
248,종로구,1111055000,부암동,1111018600,신영동,10대,833,277.6666666666667
249,종로구,1111055000,부암동,1111018600,신영동,10대 미만,472,157.33333333333334
250,종로구,1111055000,부암동,1111018600,신영동,20대,1193,397.6666666666667
251,종로구,1111055000,부암동,1111018600,신영동,30대,1189,396.3333333333333
252,종로구,1111055000,부암동,1111018600,신영동,40대,1521,507.0
253,종로구,1111055000,부암동,1111018600,신영동,50대,1661,553.6666666666666
254,종로구,1111055000,부암동,1111018600,신영동,60대,1338,446.0
255,종로구,1111055000,부암동,1111018600,신영동,70대 이상,1225,408.3333333333333
256,종로구,1111056000,평창동,1111018200,구기동,10대,1543,771.5
257,종로구,1111056000,평창동,1111018200,구기동,10대 미만,1137,568.5
258,종로구,1111056000,평창동,1111018200,구기동,20대,2258,1129.0
259,종로구,1111056000,평창동,1111018200,구기동,30대,2146,1073.0
260,종로구,1111056000,평창동,1111018200,구기동,40대,2661,1330.5
261,종로구,1111056000,평창동,1111018200,구기동,50대,3256,1628.0
262,종로구,1111056000,평창동,1111018200,구기동,60대,2695,1347.5
263,종로구,1111056000,평창동,1111018200,구기동,70대 이상,2267,1133.5
264,종로구,1111056000,평창동,1111018300,평창동,10대,1543,771.5
265,종로구,1111056000,평창동,1111018300,평창동,10대 미만,1137,568.5
266,종로구,1111056000,평창동,1111018300,평창동,20대,2258,1129.0
267,종로구,1111056000,평창동,1111018300,평창동,30대,2146,1073.0
268,종로구,1111056000,평창동,1111018300,평창동,40대,2661,1330.5
269,종로구,1111056000,평창동,1111018300,평창동,50대,3256,1628.0
270,종로구,1111056000,평창동,1111018300,평창동,60대,2695,1347.5
271,종로구,1111056000,평창동,1111018300,평창동,70대 이상,2267,1133.5
272,종로구,1111057000,무악동,1111018700,무악동,10대,956,956.0
273,종로구,1111057000,무악동,1111018700,무악동,10대 미만,608,608.0
274,종로구,1111057000,무악동,1111018700,무악동,20대,861,861.0
275,종로구,1111057000,무악동,1111018700,무악동,30대,872,872.0
276,종로구,1111057000,무악동,1111018700,무악동,40대,1369,1369.0
277,종로구,1111057000,무악동,1111018700,무악동,50대,1438,1438.0
278,종로구,1111057000,무악동,1111018700,무악동,60대,1053,1053.0
279,종로구,1111057000,무악동,1111018700,무악동,70대 이상,993,993.0
280,종로구,1111058000,교남동,1111017600,교남동,10대,781,130.16666666666666
281,종로구,1111058000,교남동,1111017600,교남동,10대 미만,799,133.16666666666666
282,종로구,1111058000,교남동,1111017600,교남동,20대,1159,193.16666666666666
283,종로구,1111058000,교남동,1111017600,교남동,30대,1541,256.8333333333333
284,종로구,1111058000,교남동,1111017600,교남동,40대,1768,294.6666666666667
285,종로구,1111058000,교남동,1111017600,교남동,50대,1588,264.6666666666667
286,종로구,1111058000,교남동,1111017600,교남동,60대,1195,199.16666666666666
287,종로구,1111058000,교남동,1111017600,교남동,70대 이상,1116,186.0
288,종로구,1111058000,교남동,1111017700,평동,10대,781,130.16666666666666
289,종로구,1111058000,교남동,1111017700,평동,10대 미만,799,133.16666666666666
290,종로구,1111058000,교남동,1111017700,평동,20대,1159,193.16666666666666
291,종로구,1111058000,교남동,1111017700,평동,30대,1541,256.8333333333333
292,종로구,1111058000,교남동,1111017700,평동,40대,1768,294.6666666666667
293,종로구,1111058000,교남동,1111017700,평동,50대,1588,264.6666666666667
294,종로구,1111058000,교남동,1111017700,평동,60대,1195,199.16666666666666
295,종로구,1111058000,교남동,1111017700,평동,70대 이상,1116,186.0
296,종로구,1111058000,교남동,1111017800,송월동,10대,781,130.16666666666666
297,종로구,1111058000,교남동,1111017800,송월동,10대 미만,799,133.16666666666666
298,종로구,1111058000,교남동,1111017800,송월동,20대,1159,193.16666666666666
299,종로구,1111058000,교남동,1111017800,송월동,30대,1541,256.8333333333333
300,종로구,1111058000,교남동,1111017800,송월동,40대,1768,294.6666666666667
301,종로구,1111058000,교남동,1111017800,송월동,50대,1588,264.6666666666667
302,종로구,1111058000,교남동,1111017800,송월동,60대,1195,199.16666666666666
303,종로구,1111058000,교남동,1111017800,송월동,70대 이상,1116,186.0
304,종로구,1111058000,교남동,1111017900,홍파동,10대,781,130.16666666666666
305,종로구,1111058000,교남동,1111017900,홍파동,10대 미만,799,133.16666666666666
306,종로구,1111058000,교남동,1111017900,홍파동,20대,1159,193.16666666666666
307,종로구,1111058000,교남동,1111017900,홍파동,30대,1541,256.8333333333333
308,종로구,1111058000,교남동,1111017900,홍파동,40대,1768,294.6666666666667
309,종로구,1111058000,교남동,1111017900,홍파동,50대,1588,264.6666666666667
310,종로구,1111058000,교남동,1111017900,홍파동,60대,1195,199.16666666666666
311,종로구,1111058000,교남동,1111017900,홍파동,70대 이상,1116,186.0
312,종로구,1111058000,교남동,1111018000,교북동,10대,781,130.16666666666666
313,종로구,1111058000,교남동,1111018000,교북동,10대 미만,799,133.16666666666666
314,종로구,1111058000,교남동,1111018000,교북동,20대,1159,193.16666666666666
315,종로구,1111058000,교남동,1111018000,교북동,30대,1541,256.8333333333333
316,종로구,1111058000,교남동,1111018000,교북동,40대,1768,294.6666666666667
317,종로구,1111058000,교남동,1111018000,교북동,50대,1588,264.6666666666667
318,종로구,1111058000,교남동,1111018000,교북동,60대,1195,199.16666666666666
319,종로구,1111058000,교남동,1111018000,교북동,70대 이상,1116,186.0
320,종로구,1111058000,교남동,1111018100,행촌동,10대,781,130.16666666666666
321,종로구,1111058000,교남동,1111018100,행촌동,10대 미만,799,133.16666666666666
322,종로구,1111058000,교남동,1111018100,행촌동,20대,1159,193.16666666666666
323,종로구,1111058000,교남동,1111018100,행촌동,30대,1541,256.8333333333333
324,종로구,1111058000,교남동,1111018100,행촌동,40대,1768,294.6666666666667
325,종로구,1111058000,교남동,1111018100,행촌동,50대,1588,264.6666666666667
326,종로구,1111058000,교남동,1111018100,행촌동,60대,1195,199.16666666666666
327,종로구,1111058000,교남동,1111018100,행촌동,70대 이상,1116,186.0
328,종로구,1111060000,가회동,1111014600,가회동,10대,300,75.0
329,종로구,1111060000,가회동,1111014600,가회동,10대 미만,175,43.75
330,종로구,1111060000,가회동,1111014600,가회동,20대,468,117.0
331,종로구,1111060000,가회동,1111014600,가회동,30대,534,133.5
332,종로구,1111060000,가회동,1111014600,가회동,40대,668,167.0
333,종로구,1111060000,가회동,1111014600,가회동,50대,698,174.5
334,종로구,1111060000,가회동,1111014600,가회동,60대,569,142.25
335,종로구,1111060000,가회동,1111014600,가회동,70대 이상,614,153.5
336,종로구,1111060000,가회동,1111014700,재동,10대,300,75.0
337,종로구,1111060000,가회동,1111014700,재동,10대 미만,175,43.75
338,종로구,1111060000,가회동,1111014700,재동,20대,468,117.0
339,종로구,1111060000,가회동,1111014700,재동,30대,534,133.5
340,종로구,1111060000,가회동,1111014700,재동,40대,668,167.0
341,종로구,1111060000,가회동,1111014700,재동,50대,698,174.5
342,종로구,1111060000,가회동,1111014700,재동,60대,569,142.25
343,종로구,1111060000,가회동,1111014700,재동,70대 이상,614,153.5
344,종로구,1111060000,가회동,1111014800,계동,10대,300,75.0
345,종로구,1111060000,가회동,1111014800,계동,10대 미만,175,43.75
346,종로구,1111060000,가회동,1111014800,계동,20대,468,117.0
347,종로구,1111060000,가회동,1111014800,계동,30대,534,133.5
348,종로구,1111060000,가회동,1111014800,계동,40대,668,167.0
349,종로구,1111060000,가회동,1111014800,계동,50대,698,174.5
350,종로구,1111060000,가회동,1111014800,계동,60대,569,142.25
351,종로구,1111060000,가회동,1111014800,계동,70대 이상,614,153.5
352,종로구,1111060000,가회동,1111014900,원서동,10대,300,75.0
353,종로구,1111060000,가회동,1111014900,원서동,10대 미만,175,43.75
354,종로구,1111060000,가회동,1111014900,원서동,20대,468,117.0
355,종로구,1111060000,가회동,1111014900,원서동,30대,534,133.5
356,종로구,1111060000,가회동,1111014900,원서동,40대,668,167.0
357,종로구,1111060000,가회동,1111014900,원서동,50대,698,174.5
358,종로구,1111060000,가회동,1111014900,원서동,60대,569,142.25
359,종로구,1111060000,가회동,1111014900,원서동,70대 이상,614,153.5
360,종로구,1111061500,종로1.2.3.4가동,1111011900,세종로,10대,207,7.137931034482759
361,종로구,1111061500,종로1.2.3.4가동,1111011900,세종로,10대 미만,178,6.137931034482759
362,종로구,1111061500,종로1.2.3.4가동,1111011900,세종로,20대,983,33.89655172413793
363,종로구,1111061500,종로1.2.3.4가동,1111011900,세종로,30대,965,33.275862068965516
364,종로구,1111061500,종로1.2.3.4가동,1111011900,세종로,40대,908,31.310344827586206
365,종로구,1111061500,종로1.2.3.4가동,1111011900,세종로,50대,1261,43.48275862068966
366,종로구,1111061500,종로1.2.3.4가동,1111011900,세종로,60대,1400,48.275862068965516
367,종로구,1111061500,종로1.2.3.4가동,1111011900,세종로,70대 이상,1297,44.724137931034484
368,종로구,1111061500,종로1.2.3.4가동,1111012200,청진동,10대,207,7.137931034482759
369,종로구,1111061500,종로1.2.3.4가동,1111012200,청진동,10대 미만,178,6.137931034482759
370,종로구,1111061500,종로1.2.3.4가동,1111012200,청진동,20대,983,33.89655172413793
