,시군구명,법정동코드,법정동명,연령대,거주인구수/n
0,강남구,11680101,역삼동,10대,61958.0
1,강남구,11680101,역삼동,10대 미만,39436.0
2,강남구,11680101,역삼동,20대,71926.0
3,강남구,11680101,역삼동,30대,77094.0
4,강남구,11680101,역삼동,40대,92842.0
5,강남구,11680101,역삼동,50대,79778.0
6,강남구,11680101,역삼동,60대,53138.0
7,강남구,11680101,역삼동,70대 이상,42144.0
8,강남구,11680101,역삼동,10대,56912.0
9,강남구,11680101,역삼동,10대 미만,36610.0
10,강남구,11680101,역삼동,20대,78422.0
11,강남구,11680101,역삼동,30대,91428.0
12,강남구,11680101,역삼동,40대,106534.0
13,강남구,11680101,역삼동,50대,80262.0
14,강남구,11680101,역삼동,60대,63182.0
15,강남구,11680101,역삼동,70대 이상,52164.0
16,강남구,11680103,개포동,10대,61958.0
17,강남구,11680103,개포동,10대,15489.5
18,강남구,11680103,개포동,10대,10326.333333333334
19,강남구,11680103,개포동,10대 미만,39436.0
20,강남구,11680103,개포동,10대 미만,9859.0
21,강남구,11680103,개포동,10대 미만,6572.666666666667
22,강남구,11680103,개포동,20대,71926.0
23,강남구,11680103,개포동,20대,17981.5
24,강남구,11680103,개포동,20대,11987.666666666666
25,강남구,11680103,개포동,30대,77094.0
26,강남구,11680103,개포동,30대,19273.5
27,강남구,11680103,개포동,30대,12849.0
28,강남구,11680103,개포동,40대,92842.0
29,강남구,11680103,개포동,40대,23210.5
30,강남구,11680103,개포동,40대,15473.666666666666
31,강남구,11680103,개포동,50대,79778.0
32,강남구,11680103,개포동,50대,19944.5
33,강남구,11680103,개포동,50대,13296.333333333334
34,강남구,11680103,개포동,60대,53138.0
35,강남구,11680103,개포동,60대,13284.5
36,강남구,11680103,개포동,60대,8856.333333333334
37,강남구,11680103,개포동,70대 이상,42144.0
38,강남구,11680103,개포동,70대 이상,10536.0
39,강남구,11680103,개포동,70대 이상,7024.0
40,강남구,11680103,개포동,10대,56912.0
41,강남구,11680103,개포동,10대,14228.0
42,강남구,11680103,개포동,10대,9485.333333333334
